,Class Prefix,Class Number,Class title,Class day,start_time,finish_time,Class instructor
1412,CHN,319-1,Chinese Drama,TuTh,13:00:00,14:15:00,Maria Sibau
1413,CHN,375W-1,Topics in Chinese Studies,TuTh,14:30:00,15:45:00,Keren Wang
1415,CHN,394W-1,Screening China,MW,13:00:00,14:15:00,Cui Zhou
1416,CHN,401W-1,Advanced Readings in Modern Chn I,TuTh,10:00:00,11:15:00,HsuTe Cheng
1417,ENVS,120-1,Living in the Anthropocene,MW,13:00:00,14:15:00,Shaunna Donaher
1418,ENVS,130-1,Environmental Sciences,TuTh,10:00:00,11:15:00,Lance Gunderson
1420,ENVS,131-2,Introduction to ENVS Field Studies,W,8:30:00,11:15:00,Carolyn Keogh
1421,ENVS,131-4,Introduction to ENVS Field Studies,Th,8:30:00,11:15:00,Carolyn Keogh
1422,ENVS,131-5,Introduction to ENVS Field Studies,F,8:30:00,11:15:00,Carolyn Keogh
1423,ENVS,190-1,Fresh SemEnvironmentl Studies,MW,11:30:00,12:45:00,Shaunna Donaher
1424,ENVS,190-2,Fresh SemEnvironmentl Studies,MW,10:00:00,11:15:00,Anthony Martin
1425,ENVS,190-3,Fresh SemEnvironmentl Studies,W,13:00:00,15:45:00,Tiphanie Yanique
1426,ENVS,210-1,Environmental Epidemiology,TuTh,13:00:00,14:15:00,Julie Clennon
1427,ENVS,222-1,Evolution of the Earth with Lab,MW,13:00:00,14:15:00,Anthony Martin
1428,ENVS,222-2,Evolution of the Earth with Lab,W,14:30:00,17:30:00,Anthony Martin
1429,ENVS,227-1,Environmental Policy,TuTh,14:30:00,15:45:00,Lance Gunderson
1430,ENVS,247-1,Ecology,MW,11:30:00,12:45:00,Miguel Reyes
1431,ENVS,247LW-1,Ecology Laboratory,Tu,14:30:00,17:30:00,Christopher Beck
1432,ENVS,250-1,Fundamentals of Cartography and GIS,TuTh,10:00:00,11:15:00,Julie Clennon
1433,ENVS,250-2,Fundamentals of Cartography and GIS,F,8:30:00,11:15:00,Julie Clennon
1434,ENVS,270-1,Environmental Data Science,MW,10:00:00,11:15:00,Emily Burchfield
1435,ENVS,285-1,Special Topics,TuTh,8:30:00,9:45:00,Eric Lonsdorf
1437,ENVS,323-1,Sustainable Food Systems,MW,14:30:00,15:45:00,Emily Burchfield
1438,ENVS,326-1,Climate Change and Society,TuTh,16:00:00,17:15:00,Eri Saikawa
1439,ENVS,345-1,Conservation Biology,TuTh,10:00:00,11:15:00,John Wegner
1440,ENVS,347-1,Landscapes and Geomorphology,TuTh,11:30:00,12:45:00,Michael Page
1441,ENVS,347L-1,Geomorphology Laboratory,Th,13:00:00,15:45:00,Michael Page
1442,ENVS,366-1,Population Ecology,MW,13:00:00,14:15:00,Gonzalo Prokopec
1443,ENVS,370A-1,Community Building and Social Change I  Principles and Perspectives,MW,11:30:00,12:45:00,Michael Rich
1444,ENVS,373-1,Marine Ecology,MW,16:00:00,17:15:00,Carolyn Keogh
1445,ENVS,385-1,Topics Environmental Studies,MW,11:30:00,12:45:00,Lynda Bradley
1446,ENVS,390R-1,Seminar On Environmental Issues,F,10:00:00,11:40:00,Debjani Sihi
1451,ENVS,442-1,Ecology of Emory University with Lab,TuTh,13:00:00,14:15:00,John Wegner
1452,ENVS,442-2,Ecology of Emory University with Lab,Th,14:30:00,17:30:00,John Wegner
1453,ENVS,485W-1,Special Topics,TuTh,16:00:00,17:15:00,Mitch Murray
1454,ENVS,490-1,ENVS Senior Capstone Portfolio,F,13:00:00,13:50:00,Shaunna Donaher
1457,ENVS,526-1,Climate Change and Society,TuTh,16:00:00,17:15:00,Eri Saikawa
1458,ENVS,545-1,Conservation Biology,TuTh,10:00:00,11:15:00,John Wegner
1459,ENVS,550-1,Cartography  GIS,TuTh,8:30:00,11:15:00,Julie Clennon
1460,ENVS,585-1,Special Topics in ENVS,MW,13:00:00,14:15:00,Gonzalo Prokopec
1462,ENVS,2.20E+00,Mineral Energy and Water Resources with Laboratory,Th,14:30:00,17:15:00,Heather Black
1463,ENVS,2.30E+01,Fundamentals of Geology with Laboratory,TuTh,10:00:00,11:15:00,Melissa Hage
1464,ENVS,2.30E+00,Fundamentals of Geology with Laboratory,W,10:00:00,12:45:00,Melissa Hage
1467,GMB,501-1,Foundations in Genetics and Molecular Biology I,MWF,9:00:00,11:00:00,Jitendra Thakur
1471,HPM,500-1,Intro To US Health Care System,F,8:00:00,9:50:00,Robert Merritt
1472,HPM,500-2,Intro To US Health Care System,M,17:00:00,18:50:00,Robert Merritt
1473,HPM,500D-901,Introduction to the US Health Care System,F,16:00:00,19:00:00,Not Listed
1474,HPM,500D-902,Introduction to the US Health Care System,F,16:00:00,19:00:00,Not Listed
1475,HPM,501-1,Pub Health  Health Resource Alloc,Th,9:00:00,11:50:00,Michal
1476,HPM,502-1,Intro To Health Care Management,Tu,17:00:00,18:50:00,Brooke Tripp
1477,HPM,510-1,Financ  Manager Acct For Heal Car,W,10:00:00,11:20:00,Steven Culler
1478,HPM,521-1,Intro To Health Economics,M,10:00:00,11:50:00,Victoria Phillips
1479,HPM,524-1,Leading and Managing Organizations in a New Era,M,10:00:00,11:50:00,Olivia Jung
1480,HPM,525-1,Health Services Data Analytics in the Workplace,WF,13:00:00,14:20:00,Puneet Chehal
1481,HPM,554-1,Quality Improvement MethHlth Care,Tu,17:00:00,19:50:00,Michael OToole
1482,HPM,555-1,Health Care Management in the Outpatient Setting,M,13:00:00,14:50:00,Elizabeth Woodcock
1483,HPM,560-1,CapstoneStrategic Management,M,16:00:00,18:50:00,Jessica Hike
1484,HPM,565-1,Health Care For The Indigent,M,18:00:00,19:50:00,Lawrence Sanders
1485,HPM,576-1,Capstone Health Policy Analysis,TuTh,10:00:00,11:20:00,David Howard
1486,HPM,577-1,Mental HealthMedical Interface in US,W,13:00:00,14:50:00,Benjamin Druss
1487,HPM,581-1,Research Seminar I,Tu,10:00:00,11:50:00,Laurie Gaydos
1488,HPM,583-1,Research Seminar III  Analysis,W,10:00:00,11:50:00,Xu Ji
1489,HPM,585-1,Quantitative Methods Using SAS I,Tu,13:00:00,15:50:00,Peter Joski
1490,HPM,587-1,Advanced Research Methods,Tu,11:00:00,11:50:00,Peter Joski
1497,CB,533-1,Principles of Cancer Biology I,MTuTh,8:30:00,10:30:00,Melissa GilbertRoss
1498,CB,570R-1,Introductory Graduate Seminar,W,15:30:00,17:30:00,Not Listed
1502,CB,790R-1,Advanced Graduate Seminar,M,16:00:00,17:00:00,Not Listed
1503,IBS,500R-1,Current Topics In Bioscience,Th,17:30:00,18:30:00,Anita Corbett
1504,IBS,504-1,Intro Prokaryotic Molecular Genetics,TuTh,10:00:00,12:00:00,Not Listed
1505,IBS,515-1,Current Topics in Molecular Genetics,Tu,15:00:00,17:00:00,Hicham Drissi
1506,IBS,519-1,Statistical Rigor Reproducibility and Experimental Design for Biomedical Data Analysis,Th,14:00:00,16:00:00,Karen Conneely
1507,IBS,522R-1,Hypothesis Design and Scientific Writing,Tu,15:00:00,17:00:00,Candace Fleischer
1508,IBS,522R-2,Hypothesis Design and Scientific Writing,F,10:00:00,11:45:00,Adam Gracz
1509,IBS,523-1,Cancer BIology I,TuTh,8:30:00,10:30:00,Melissa GilbertRoss
1510,IBS,530R-1,Frontiers in Neuroscience,F,11:30:00,13:30:00,Matt Rowan
1511,IBS,531-1,Introduction to Molecular and Systems Pharmacology I,MTuWThF,9:00:00,11:00:00,Amir Rezvan
1512,IBS,535-1,Behavioral Neuroendocrinology,Th,13:00:00,15:00:00,Mar Sanchez
1513,IBS,542-1,Concepts Of Immunology,MWF,12:00:00,13:30:00,Haydn Kissick
1514,IBS,546R-1,Presenting Genetics,Tu,12:00:00,13:00:00,Guy Benian
1515,IBS,560-1,Model Genetic Systems,Th,14:30:00,17:00:00,Daniel Reines
1516,IBS,590-1,Becoming a Successful Scientist,MW,10:00:00,11:15:00,Christopher LaRock
1517,IBS,595-1,Ecology,TuTh,10:00:00,11:15:00,David Civitello
1518,IBS,690-1,Laboratory Animal Pathology and Problembased Learning,Th,16:00:00,16:50:00,Melissa Roy
1519,IBS,741-1,Computational Systems Biology Modeling Biological Responses,Th,13:00:00,14:50:00,Qiang Zhang
1520,IBS,746-1,Graduate Human Genetics,TuTh,9:45:00,11:45:00,Judith FridovichKeil
1521,IBS,761-1,Cancer Pharmacology,TuTh,9:00:00,11:00:00,Sarwish Rafiq
1522,REES,375-1,Special Topics,TuThF,10:00:00,10:50:00,Matthew Payne
1523,REES,423W-1,Islam in Russia,Th,13:00:00,15:45:00,Matthew Payne
1524,OAM,330-1126,Organization  Management,TuTh,11:30:00,12:45:00,Melissa Williams
1525,OAM,330-1127,Organization  Management,MW,11:30:00,12:45:00,Jake Jo
1526,OAM,330-1128,Organization  Management,MW,16:00:00,17:15:00,Jake Jo
1527,OAM,330-1136,Organization  Management,MW,8:30:00,9:45:00,Daphne Schechter
1528,OAM,330-1426,Organization  Management,TuTh,11:30:00,12:45:00,Melissa Williams
1529,OAM,330-1427,Organization  Management,MW,11:30:00,12:45:00,Jake Jo
1530,OAM,330-1428,Organization  Management,MW,16:00:00,17:15:00,Jake Jo
1531,OAM,330-1436,Organization  Management,MW,8:30:00,9:45:00,Daphne Schechter
1532,OAM,331-1129,Strategic Management,MW,8:30:00,9:45:00,John Kim
1533,OAM,331-1130,Strategic Management,MW,10:00:00,11:15:00,John Kim
1534,OAM,331-1131,Strategic Management,MW,11:30:00,12:45:00,John Kim
1535,OAM,331-1132,Strategic Management,TuTh,8:30:00,9:45:00,John Kim
1536,OAM,331-1429,Strategic Management,MW,8:30:00,9:45:00,John Kim
1537,OAM,331-1430,Strategic Management,MW,10:00:00,11:15:00,John Kim
1538,OAM,331-1431,Strategic Management,MW,11:30:00,12:45:00,John Kim
1539,OAM,331-1432,Strategic Management,TuTh,8:30:00,9:45:00,John Kim
1540,OAM,332-1101,Business and Society,TuTh,11:30:00,12:45:00,Wesley Longhofer
1541,OAM,332-1102,Business and Society,TuTh,13:00:00,14:15:00,Wesley Longhofer
1542,OAM,385-1162,Entrepreneurial Practicum,Th,18:30:00,21:30:00,Charles Goetz
1543,OAM,432-1101,Negotiations,TuTh,10:00:00,11:15:00,Catarina Fernandes
1544,OAM,432-1102,Negotiations,TuTh,11:30:00,12:45:00,Catarina Fernandes
1545,OAM,433-1101,Leading and Managing Change,TuTh,11:30:00,12:45:00,Richard Berlin
1546,OAM,436-1101,Entrepreneurship,MW,11:30:00,12:45:00,Andrea Hershatter
1547,OAM,436-1102,Entrepreneurship,MW,14:30:00,15:45:00,Andrea Hershatter
1548,OAM,439-1163,Business Ethics,MW,11:30:00,12:45:00,Ani Satz
1549,OAM,464-1164,Future of Specialty Coffee,MW,8:30:00,9:45:00,Peter Roberts
1550,OAM,464-1464,Future of Specialty Coffee,MW,8:30:00,9:45:00,Peter Roberts
1551,OAM,471-1165,Applied Entrepreneurship,Tu,18:30:00,21:30:00,Charles Goetz
1553,OAM,497-1133,Directed Study,TuTh,10:00:00,11:15:00,John Kim
1554,OAM,499R-1166,Special Topics,TuTh,10:00:00,11:15:00,Melissa Williams
1555,OAM,499R-1466,Special Topics,TuTh,10:00:00,11:15:00,Melissa Williams
1556,OAM,506-3233,StrategyOrg Hlth Care Sector,TuTh,10:00:00,11:15:00,John Kim
1559,OAM,520-3201,Coaching and Team Performance,W,16:30:00,17:20:00,Richard Berlin
1565,OAM,536-2170,Social Impact Management,W,18:30:00,21:30:00,Brian Goebel
1566,OAM,536-3270,Social Impact Management,W,18:30:00,21:30:00,Brian Goebel
1567,OAM,585-2162,Entrepreneurial Practicum,Th,18:30:00,21:30:00,Charles Goetz
1568,OAM,585-3262,Entrepreneurial Practicum,Th,18:30:00,21:30:00,Charles Goetz
1569,OAM,632-2171,Negotiations,Th,18:30:00,21:30:00,Michael Sacks
1570,OAM,632-3201,Negotiations,TuTh,13:00:00,14:15:00,Catarina Fernandes
1571,OAM,632-3202,Negotiations,TuTh,11:30:00,12:45:00,Michael Sacks
1572,OAM,632-3271,Negotiations,Th,18:30:00,21:30:00,Michael Sacks
1573,OAM,633-3201,Leading and Managing Change,TuTh,10:00:00,11:15:00,Richard Berlin
1579,OAM,635-3201,Multinational Firms  Strategy,MW,11:30:00,12:45:00,Tommy Thomas
1580,OAM,636-3201,Entrepreneurship,TuTh,14:30:00,15:45:00,Charles Goetz
1581,OAM,637-3201,Innovation Strategy,TuTh,11:30:00,12:45:00,Renee Dye
1582,OAM,639-3263,Business Ethics,MW,11:30:00,12:45:00,Ani Satz
1583,OAM,661-2165,Applied Entrepreneurship,Tu,18:30:00,21:30:00,Charles Goetz
1584,OAM,661-3265,Applied Entrepreneurship,Tu,18:30:00,21:30:00,Charles Goetz
1585,KRN,101-1,Elementary Korean I,MW,10:00:00,11:15:00,Myoung Pang
1586,KRN,101-2,Elementary Korean I,MW,11:30:00,12:45:00,Myoung Pang
1587,KRN,101-3,Elementary Korean I,TuTh,14:30:00,15:45:00,Jeehwan Lee
1588,KRN,101-4,Elementary Korean I,TuTh,16:00:00,17:15:00,Jeehwan Lee
1589,KRN,101-5,Elementary Korean I,TuTh,10:00:00,10:50:00,Bumyong Choi
1590,KRN,101-6,Elementary Korean I,TuTh,11:30:00,12:20:00,Bumyong Choi
1591,KRN,101-7,Elementary Korean I,TuTh,13:00:00,13:50:00,Bumyong Choi
1592,KRN,101-8,Elementary Korean I,MW,8:30:00,9:20:00,Bumyong Choi
1593,KRN,102-1,Elementary Korean II,MW,16:00:00,17:15:00,Bomi Lee
1594,KRN,201-1,Intermediate Korean I,MW,14:30:00,15:45:00,Bomi Lee
1595,KRN,201-2,Intermediate Korean I,TuTh,11:30:00,12:45:00,Jeehwan Lee
1596,KRN,260-1,East Asia 1500 to Present,MW,13:00:00,14:15:00,Hwisang Cho
1597,KRN,301-1,Advanced Korean I,MW,11:30:00,12:45:00,Sorin Huh
1598,KRN,301-2,Advanced Korean I,MW,13:00:00,14:15:00,Sorin Huh
1600,KRN,357-1,Topics in Korean Cinema,Tu,18:00:00,20:45:00,Jenny Medina
1601,KRN,383-1,Modern Korean Literature in Translation,TuTh,10:00:00,11:15:00,Jenny Medina
1602,KRN,401-1,High Advanced Korean I,MW,14:30:00,15:45:00,Myoung Pang
1603,CHEM,150L-1,Structure and Properties Lab,M,10:00:00,13:20:00,Michael McCormick
1604,CHEM,150-2,Structure and Properties,TuTh,10:00:00,11:15:00,Richard Himes
1605,CHEM,150L-2,Structure and Properties Lab,M,13:00:00,16:20:00,Michael McCormick
1606,CHEM,150-3,Structure and Properties,MW,11:30:00,12:45:00,Not Listed
1607,CHEM,150L-3,Structure and Properties Lab,M,16:00:00,19:20:00,Michael McCormick
1608,CHEM,150-4,Structure and Properties,MW,14:30:00,15:45:00,Not Listed
1609,CHEM,150L-4,Structure and Properties Lab,W,17:15:00,19:20:00,Michael McCormick
1610,CHEM,150-5,Structure and Properties,TuTh,16:00:00,17:15:00,Michael Heaven
1611,CHEM,150L-5,Structure and Properties Lab,F,10:00:00,11:15:00,Michael McCormick
1612,CHEM,150-6,Structure and Properties,TuTh,11:30:00,12:45:00,James Kindt
1613,CHEM,150L-6,Structure and Properties Lab,F,13:00:00,14:15:00,Michael McCormick
1614,CHEM,150-7,Structure and Properties,TuTh,14:30:00,15:45:00,Antonio Brathwaite
1615,CHEM,150L-7,Structure and Properties Lab,W,11:15:00,13:20:00,Not Listed
1617,CHEM,202Z-1,Principles of Reactivity,TuTh,11:30:00,12:45:00,Jose Soria
1618,CHEM,202ZL-1,Principles of Reactivity Lab,Tu,15:30:00,17:50:00,Jose Soria
1619,CHEM,202ZL-2,Principles of Reactivity Lab,W,14:30:00,15:20:00,Jose Soria
1620,CHEM,202ZL-3,Principles of Reactivity Lab,Th,14:30:00,15:20:00,Jose Soria
1621,CHEM,203-1,Advanced Reactivity,TuTh,8:30:00,9:45:00,Tracy McGill
1622,CHEM,203L-1,Advanced Reactivity Lab,M,10:00:00,11:15:00,Douglas Mulford
1623,CHEM,203-2,Advanced Reactivity,TuTh,11:30:00,12:45:00,Matthew Weinschenk
1624,CHEM,203L-2,Advanced Reactivity Lab,M,17:15:00,19:20:00,Douglas Mulford
1625,CHEM,203-3,Advanced Reactivity,TuTh,13:00:00,14:15:00,Tracy McGill
1626,CHEM,203L-3,Advanced Reactivity Lab,Tu,15:45:00,17:50:00,Douglas Mulford
1627,CHEM,203-4,Advanced Reactivity,TuTh,14:30:00,15:45:00,Matthew Weinschenk
1628,CHEM,203L-4,Advanced Reactivity Lab,W,10:00:00,11:15:00,Douglas Mulford
1629,CHEM,203-5,Advanced Reactivity,MW,14:30:00,15:45:00,Frank McDonald
1630,CHEM,203L-5,Advanced Reactivity Lab,W,15:45:00,17:50:00,Douglas Mulford
1631,CHEM,203L-6,Advanced Reactivity Lab,F,9:45:00,11:50:00,Douglas Mulford
1632,CHEM,203L-7,Advanced Reactivity Lab,F,14:15:00,16:20:00,Douglas Mulford
1633,CHEM,204-1,Macromolecules,MW,8:30:00,9:45:00,David Lynn
1634,CHEM,204L-1,Macromolecules Lab,Th,15:45:00,18:30:00,Not Listed
1635,CHEM,205-1,Light and Matter,TuTh,13:00:00,14:15:00,Katherine Davis
1636,CHEM,205L-1,Light and Matter Lab,Tu,10:00:00,12:45:00,Antonio Brathwaite
1637,CHEM,205L-2,Light and Matter Lab,Tu,17:30:00,20:15:00,Antonio Brathwaite
1638,CHEM,205L-3,Light and Matter Lab,W,11:30:00,14:15:00,Antonio Brathwaite
1639,CHEM,205L-4,Light and Matter Lab,W,14:30:00,17:15:00,Antonio Brathwaite
1640,CHEM,205L-5,Light and Matter Lab,W,17:30:00,20:15:00,Antonio Brathwaite
1641,CHEM,205L-6,Light and Matter Lab,Th,10:00:00,12:45:00,Antonio Brathwaite
1642,CHEM,205L-7,Light and Matter Lab,Th,17:30:00,20:15:00,Antonio Brathwaite
1643,CHEM,205L-8,Light and Matter Lab,F,10:00:00,12:45:00,Antonio Brathwaite
1644,CHEM,300L-1,Analytical Tools and Techniques,W,16:00:00,18:45:00,Richard Himes
1645,CHEM,300L-2,Analytical Tools and Techniques,Th,16:00:00,18:45:00,Richard Himes
1646,CHEM,300L-3,Analytical Tools and Techniques,F,14:30:00,17:15:00,Richard Himes
1647,CHEM,333-1,Biophysical Chemistry,TuTh,10:00:00,11:15:00,Brian Dyer
1648,CHEM,340-1,Biochemistry,TuTh,11:30:00,12:45:00,Khalid Salaita
1649,CHEM,350-1,Inorganic Chemistry,TuTh,17:30:00,18:45:00,Craig Hill
1650,CHEM,370-1,Special Topics in Chemistry,MW,10:00:00,11:15:00,Simon Blakey
1651,CHEM,371LW-1,Special Laboratory Topics in Chemistry,M,13:00:00,13:50:00,Jose Soria
1652,CHEM,392R-1,PeerLed Learning,F,13:00:00,13:50:00,James Kindt
1662,CHEM,470-1,Special Topics in Chemistry,TuTh,13:00:00,14:15:00,Dennis Liotta
1666,CHEM,521-1,Advanced Organic Chemistry I,TuTh,10:00:00,11:15:00,Huw Davies
1667,CHEM,522-1,Advanced Organic Chemistry II,MW,8:30:00,9:45:00,Mingji Dai
1668,CHEM,531-1,Intro to Molecular Quantum Mechanics,TuTh,14:30:00,15:45:00,Fang Liu
1669,CHEM,533-1,Thermodynamics Kinetics and Modeling,TuTh,8:30:00,9:45:00,Lili Wang
1670,CHEM,536-1,Adv Physical Chemistry V,MW,11:30:00,12:45:00,Raphael Ribeiro
1671,CHEM,571-1,Biomolecular Chemistry,TuTh,14:30:00,15:45:00,Vincent Conticello
1672,CHEM,574-1,BioOrganic Chemistry,MW,8:30:00,9:45:00,Monika Raj
1674,CHEM,729R-1,Special Topics in Chemistry,MW,10:00:00,11:15:00,Christine Dunham
1679,CHEM,150-5,Structure and Properties,MW,11:30:00,12:45:00,Erica Oduaran
1680,CHEM,150L-5,Structure and Properties Lab,Th,10:00:00,12:45:00,Erica Oduaran
1681,CHEM,150-6,Structure and Properties,MW,10:00:00,11:15:00,Erica Oduaran
1682,CHEM,150L-6,Structure and Properties Lab,Th,14:30:00,17:15:00,Erica Oduaran
1683,CHEM,202L-1,Principles of Reactivity Lab,M,10:00:00,12:45:00,Annette Neuman
1684,CHEM,202Q-1,Principles of Reactivity,TuTh,10:00:00,11:15:00,Annette Neuman
1685,CHEM,202L-2,Principles of Reactivity Lab,F,14:30:00,17:15:00,Brenda Harmon
1686,CHEM,202Q-2,Principles of Reactivity,TuTh,13:00:00,14:15:00,Annette Neuman
1687,CHEM,202L-3,Principles of Reactivity Lab,M,14:30:00,17:15:00,Brenda Harmon
1688,CHEM,202Q-3,Principles of Reactivity,TuTh,14:30:00,15:45:00,Annette Neuman
1689,CHEM,203-1,Advanced Reactivity,TuTh,8:30:00,9:45:00,Mohammad Saadein
1690,CHEM,203L-1,Advanced Reactivity Lab,Th,14:30:00,17:15:00,Cameron Pratt
1691,CHEM,203Q-1,Advanced Reactivity,MW,10:00:00,11:15:00,Austin Scharf
1692,CHEM,203-2,Advanced Reactivity,TuTh,10:00:00,11:15:00,Mohammad Saadein
1693,CHEM,203L-2,Advanced Reactivity Lab,Tu,14:30:00,17:15:00,Cameron Pratt
1694,CHEM,203Q-2,Advanced Reactivity,MW,8:30:00,9:45:00,Austin Scharf
1695,CHEM,203L-3,Advanced Reactivity Lab,W,10:00:00,12:45:00,Mohammad Saadein
1696,CHEM,203L-4,Advanced Reactivity Lab,W,14:30:00,17:15:00,Mohammad Saadein
1697,CHEM,204-1,Macromolecules,MW,11:30:00,12:45:00,Not Listed
1698,CHEM,204L-1,Macromolecules Lab,F,14:30:00,17:15:00,Not Listed
1699,CHEM,261-1,How It Works Spectroscopy,F,13:00:00,13:50:00,Lloyd Parker
1707,MATH,111-1,Calculus I,TuTh,10:00:00,11:15:00,Ariella Lee
1708,MATH,111-2,Calculus I,TuTh,13:00:00,14:15:00,Guangqiu Liang
1709,MATH,111-4,Calculus I,TuTh,11:30:00,12:45:00,Leonardo Molinari
1710,MATH,111-5,Calculus I,TuTh,11:30:00,12:45:00,Neha Gupta
1711,MATH,111-6,Calculus I,TuTh,13:00:00,14:15:00,Riti Bahl
1712,MATH,111-7,Calculus I,TuTh,16:00:00,17:15:00,Shifan Zhao
1713,MATH,111-8,Calculus I,TuTh,14:30:00,15:45:00,Haley Rosso
1714,MATH,111-9,Calculus I,TuTh,14:30:00,15:45:00,Neha Gupta
1715,MATH,111-11,Calculus I,TuTh,16:00:00,17:15:00,Benjamin Yellin
1716,MATH,111-12,Calculus I,TuTh,10:00:00,11:15:00,Santiago Arango
1717,MATH,111-13,Calculus I,TuTh,8:30:00,9:45:00,Jasmine Camero
1718,MATH,112-1,Calculus II,MW,13:00:00,14:15:00,Lucas Onisk
1719,MATH,112Z-1,Calculus II,MW,13:00:00,14:15:00,Maja Taskovic
1720,MATH,112-2,Calculus II,MW,8:30:00,9:45:00,Malena Landman
1721,MATH,112Z-2,Calculus II,TuTh,11:30:00,12:45:00,James Nagy
1722,MATH,112-3,Calculus II,MW,14:30:00,15:45:00,Roberto Hernandez
1723,MATH,116-2,Life Sciences Calculus II,MW,11:30:00,12:45:00,Manuela Manetta
1724,MATH,116-3,Life Sciences Calculus II,F,11:30:00,12:20:00,Manuela Manetta
1725,MATH,116-4,Life Sciences Calculus II,F,13:00:00,13:50:00,Manuela Manetta
1726,MATH,210-2,Advanced Calculus for Data Sciences,TuTh,8:30:00,9:45:00,Mike Carr
1727,MATH,210-3,Advanced Calculus for Data Sciences,TuTh,10:00:00,11:15:00,Mike Carr
1728,MATH,210-4,Advanced Calculus for Data Sciences,F,8:30:00,9:20:00,Griffin Johnston
1729,MATH,210-5,Advanced Calculus for Data Sciences,F,10:00:00,10:50:00,Griffin Johnston
1730,MATH,210-6,Advanced Calculus for Data Sciences,F,8:30:00,9:20:00,Francesco Brarda
1731,MATH,210-7,Advanced Calculus for Data Sciences,F,10:00:00,10:50:00,Francesco Brarda
1732,MATH,211-1,Advanced Calculus Multivariable,MW,8:30:00,9:45:00,Mikhail Lepilov
1733,MATH,211-2,Advanced Calculus Multivariable,MW,10:00:00,11:15:00,Juan VilletaGarc脙颅a
1734,MATH,211-3,Advanced Calculus Multivariable,MW,16:00:00,17:15:00,Alex Dunbar
1735,MATH,212-1,Differential Equations,MW,8:30:00,9:45:00,Manuela Manetta
1736,MATH,212-2,Differential Equations,MW,10:00:00,11:15:00,Manuela Manetta
1737,MATH,221-1,Linear Algebra,MW,10:00:00,11:15:00,Liana Yepremyan
1738,MATH,221-2,Linear Algebra,MW,10:00:00,11:15:00,Liana Yepremyan
1739,MATH,221-3,Linear Algebra,MW,11:30:00,12:45:00,Elle Buser
1740,MATH,221-4,Linear Algebra,MW,11:30:00,12:45:00,Elle Buser
1741,MATH,221-5,Linear Algebra,MW,13:00:00,14:15:00,Anton Molnar
1742,MATH,221-6,Linear Algebra,MW,13:00:00,14:15:00,Anton Molnar
1743,MATH,250-1,Foundations of Mathematics,TuTh,11:30:00,12:45:00,Robert Roth
1744,MATH,250-2,Foundations of Mathematics,TuTh,13:00:00,14:15:00,Suresh Venapally
1745,MATH,250-3,Foundations of Mathematics,TuTh,13:00:00,14:15:00,Vicki Powers
1746,MATH,275-1,Honors Linear Algebra,MW,10:00:00,11:15:00,Lars Ruthotto
1747,MATH,275-2,Honors Linear Algebra,F,13:00:00,13:50:00,Lars Ruthotto
1748,MATH,315-1,Numerical Analysis,TuTh,11:30:00,12:45:00,Alessandro Veneziani
1749,MATH,315-2,Numerical Analysis,MW,14:30:00,15:45:00,Elizabeth Newman
1750,MATH,318-1,Complex Variables,MW,10:00:00,11:15:00,Yiran Wang
1751,MATH,328-1,Number Theory,MW,13:00:00,14:15:00,Andrew Kobin
1752,MATH,346-1,Linear Optimization,TuTh,14:30:00,15:45:00,Robert Roth
1753,MATH,351-1,Partial Differential Equations,MW,11:30:00,12:45:00,Maja Taskovic
1754,MATH,361-1,Mathematical Statistics I,TuTh,8:30:00,9:45:00,Bree Ettinger
1755,MATH,361-2,Mathematical Statistics I,TuTh,14:30:00,15:45:00,Nicole Yang
1756,MATH,385-1,Topics in Mathematics,MW,8:30:00,9:45:00,Yuanzhe Xi
1757,MATH,385-2,Topics in Mathematics,MW,14:30:00,15:45:00,Juan VilletaGarc脙颅a
1758,MATH,411-1,Real Analysis I,MW,13:00:00,14:15:00,Shanshuang Yang
1759,MATH,421-1,Abstract Algebra I,TuTh,11:30:00,12:45:00,Suresh Venapally
1760,MATH,425-1,Mathematical Economics,TuTh,10:00:00,11:15:00,InKoo Cho
1761,MATH,485-1,Topics in Mathematics,TuTh,16:00:00,17:15:00,Deepanshu Verma
1762,MATH,500-1,Probability,MW,10:00:00,11:15:00,David Borthwick
1763,MATH,511-1,Analysis I,MW,14:30:00,15:45:00,Shanshuang Yang
1764,MATH,515-1,Numerical Analysis I,TuTh,13:00:00,14:15:00,Julianne Chung
1765,MATH,521-1,Algebra I,MW,11:30:00,12:45:00,Parimala Raman
1766,MATH,531-2,Graph Theory I,MW,8:30:00,9:45:00,Andrei Pohoata
1767,MATH,545-1,Intro to Differential Geometry I,MW,13:00:00,14:15:00,Yiran Wang
1768,MATH,571-1,Numerical Optimization,TuTh,8:30:00,9:45:00,Matthias Chung
1769,MATH,590-1,Teaching Seminar,F,11:00:00,12:00:00,Bree Ettinger
1772,MATH,788-1,Topics In Algebra,Th,10:00:00,11:00:00,Matthias Chung
1773,MATH,789-1,Topics in Analysis,F,10:00:00,10:50:00,Not Listed
1774,MATH,789-2,Topics in Analysis,Th,10:00:00,11:00:00,Matthias Chung
1776,MATH,111-2,Calculus I,MWF,10:00:00,10:50:00,Michael Rogers
1777,MATH,111-3,Calculus I,TuThF,10:00:00,10:50:00,Tien Chih
