,Class Prefix,Class Number,Class title,Class day,start_time,finish_time,Class instructor
3524,BIOL,370LW-1,Introto Microbiology Lab,Tu,14:30:00,17:30:00,Kathleen Campbell
3525,BIOL,370-2,Introduction to Microbiology,M,18:00:00,18:50:00,Kathleen Campbell
3526,BIOL,370LW-2,Introto Microbiology Lab,Th,14:30:00,17:30:00,Kathleen Campbell
3527,BIOL,370-3,Introduction to Microbiology,Tu,18:00:00,18:50:00,Kathleen Campbell
3528,BIOL,370-4,Introduction to Microbiology,W,18:00:00,18:50:00,Kathleen Campbell
3529,BIOL,370-5,Introduction to Microbiology,Th,18:00:00,18:50:00,Kathleen Campbell
3530,BIOL,373-1,Marine Ecology,MW,16:00:00,17:15:00,Carolyn Keogh
3531,BIOL,385-1,Special Topics in Biology,MW,11:30:00,12:45:00,Lynda Bradley
3532,BIOL,386W-1,Special Topics with Laboratory,M,14:30:00,17:30:00,Nic Vega
3533,BIOL,386W-2,Special Topics with Laboratory,W,14:30:00,17:30:00,Nic Vega
3534,BIOL,460-1,Building Brains,TuTh,11:30:00,12:45:00,Patrick Cafferty
3576,BIOL,141L-5,Foundations of Modern Biology I Laboratory,W,10:00:00,12:45:00,Sarah Fankhauser
3577,BIOL,141L-6,Foundations of Modern Biology I Laboratory,M,14:30:00,17:15:00,Michael Martin
3578,BIOL,142WE-1,Foundations of Modern Biology II with Laboratory,MW,8:30:00,9:45:00,Pamela Watson
3579,BIOL,142WE-2,Foundations of Modern Biology II with Laboratory,MW,11:30:00,12:45:00,Pamela Watson
3580,BIOL,142WE-3,Foundations of Modern Biology II with Laboratory,TuTh,11:30:00,12:45:00,Sheldon Lawrence
3581,BIOL,142WE-4,Foundations of Modern Biology II with Laboratory,MW,10:00:00,11:15:00,Sheldon Lawrence
3582,BIOL,142WE-5,Foundations of Modern Biology II with Laboratory,M,14:30:00,17:15:00,Sheldon Lawrence
3583,BIOL,142WE-6,Foundations of Modern Biology II with Laboratory,W,14:30:00,17:15:00,Sheldon Lawrence
3584,BIOL,142WE-7,Foundations of Modern Biology II with Laboratory,Tu,10:00:00,12:45:00,Pamela Watson
3585,BIOL,142WE-8,Foundations of Modern Biology II with Laboratory,Th,10:00:00,12:45:00,Pamela Watson
3586,BIOL,264-1,Genetics A Human Perspective,TuTh,11:30:00,12:45:00,Nitya Jacob
3587,BIOL,264-2,Genetics A Human Perspective,F,10:00:00,10:50:00,Nitya Jacob
3589,BIOL,3.40E+01,Discovery and Independent Research in Biology,M,10:00:00,12:45:00,LaTonia TaliaferroSmith
3594,LAW,500X-001,Business Associations,TuTh,10:45:00,12:15:00,Richard Freer
3595,LAW,504X-001,Advanced Appellate Advocacy,TuTh,9:00:00,10:30:00,Jennifer Romig
3596,LAW,505-001,Civil Procedure,TuThF,9:00:00,10:30:00,George Shepherd
3597,LAW,505-002,Civil Procedure,TuTh,14:00:00,16:00:00,Richard Freer
3598,LAW,505-003,Civil Procedure,TuThF,11:30:00,13:00:00,Thomas Arthur
3599,LAW,510-001,LegislationRegulation,TuTh,14:00:00,15:30:00,Polly Price
3600,LAW,510-002,LegislationRegulation,TuTh,9:00:00,10:30:00,Alexander Volokh
3601,LAW,510-003,LegislationRegulation,TuTh,11:00:00,12:30:00,Jonathan Nash
3602,LAW,520-001,Contracts,MW,10:00:00,12:00:00,Corneill Stephens
3603,LAW,520-002,Contracts,MW,14:00:00,16:00:00,Martin Sybblis
3604,LAW,520-003,Contracts,MW,10:00:00,12:00:00,Kamina Pinder
3605,LAW,535A-001,Introduction to Legal Analysis Research and Communication,MW,9:00:00,10:15:00,Not Listed
3606,LAW,535A-002,Introduction to Legal Analysis Research and Communication,MW,14:00:00,15:15:00,Jennifer Romig
3607,LAW,535A-003,Introduction to Legal Analysis Research and Communication,MW,9:00:00,10:15:00,Not Listed
3608,LAW,535A-004,Introduction to Legal Analysis Research and Communication,MW,9:00:00,10:15:00,Not Listed
3609,LAW,535A-005,Introduction to Legal Analysis Research and Communication,MW,14:00:00,15:15:00,Julie Schwartz
3610,LAW,535A-006,Introduction to Legal Analysis Research and Communication,MW,14:00:00,15:15:00,Karen Cooper
3611,LAW,535A-007,Introduction to Legal Analysis Research and Communication,MW,14:00:00,15:15:00,Kamina Pinder
3612,LAW,535A-008,Introduction to Legal Analysis Research and Communication,MW,14:00:00,15:15:00,Paul Koster
3613,LAW,535A-009,Introduction to Legal Analysis Research and Communication,MW,14:00:00,15:15:00,Jennifer Mathews
3614,LAW,550-001,Torts,TuThF,11:00:00,12:30:00,Polly Price
3615,LAW,550-002,Torts,TuTh,14:00:00,16:00:00,Robert Marcovitch
3616,LAW,550-003,Torts,TuTh,9:00:00,11:00:00,Ani Satz
3617,LAW,560-001,Am Legal Writing Analysis  Research,MW,9:00:00,10:15:00,Nancy Daspit
3618,LAW,560B-001,American Legal Writing Analysis  Research II,M,14:00:00,15:15:00,Nancy Daspit
3619,LAW,570A-001,Intro to Am Legal System,Tu,14:00:00,16:00:00,Paul Koster
3626,LAW,599B-001,Career Strategy  Design,M,15:30:00,16:30:00,Claudette Harris
3629,LAW,599B-002,Career Strategy  Design,Tu,15:45:00,16:45:00,Claudette Harris
3630,LAW,599B-003,Career Strategy  Design,W,15:30:00,16:30:00,Claudette Harris
3631,LAW,605-001,Alternative Dispute Resolution,M,14:15:00,17:15:00,Michael Athans
3632,LAW,605-002,Alternative Dispute Resolution,Th,14:15:00,17:15:00,Michael Athans
3633,LAW,605-003,Alternative Dispute Resolution,SaSu,8:00:00,17:00:00,William Logue
3635,LAW,609L-001,Internatl Commercial Arbitration,M,16:00:00,19:00:00,Ryan Reetz
3636,LAW,617A-001,Advanced Commercial Real Estate,Th,14:00:00,17:00:00,David Minkin
3637,LAW,620-001,European Union Law,MW,10:30:00,12:00:00,Magdalena Tulibacka
3638,LAW,622A-001,Constl Crim ProcedureInvestigations,MW,10:30:00,12:00:00,Tonja Jacobi
3639,LAW,622B-001,Criminal Proc Adjudication,MW,10:30:00,12:00:00,Not Listed
3640,LAW,6.22E+01,Criminal Competency and Responsibility Practicum,MW,10:30:00,12:00:00,Margaret Flanagan
3641,LAW,623-001,Canon Law,Th,10:30:00,12:30:00,Brian Austin
3642,LAW,624C-001,Human Sex Trafficking,TuTh,16:00:00,17:30:00,Herbrina Sanders
3643,LAW,627F-001,Islamic Finance,TuTh,10:30:00,12:00:00,Lee Bambach
3644,LAW,628B-001,Law Sustainability and Development,MW,10:30:00,12:00:00,Atieno Samandari
3646,LAW,632B-001,Forensic Evidence,Tu,18:30:00,21:30:00,Emily Prokesch
3647,LAW,632X-001,Evidence,TuTh,9:00:00,10:30:00,Lesley Carroll
3648,LAW,632X-002,Evidence,MW,8:30:00,10:00:00,Douglas Waters
3649,LAW,635-001,Child Welfare Law and Policy,Tu,16:00:00,18:00:00,Jerry Bruce
3650,LAW,635C-001,Barton Child Law  Pol Clinic,F,12:00:00,14:00:00,Melissa Carter
3651,LAW,640X-001,Fundamentals of Income Taxation,TuTh,9:00:00,10:30:00,Samuel Donaldson
3653,LAW,643-001,Family Law II,TuTh,8:30:00,10:00:00,Melissa Carter
3654,LAW,648-04A,Advanced Legal Writing and Editing,M,16:00:00,18:00:00,Julie Schwartz
3655,LAW,649-001,Writing for Judicial Chambers,Tu,13:00:00,15:00:00,Jennifer Mathews
3656,LAW,651-001,Labor Law,Tu,14:00:00,16:00:00,John Hunt
3657,LAW,656-001,Negotiations,Tu,18:15:00,20:15:00,Courtney Lytle
3658,LAW,656-002,Negotiations,Tu,18:15:00,20:15:00,Denise Miller
3659,LAW,657A-001,ALR IP Patent  Trademark Law Research,Tu,14:00:00,16:00:00,Elizabeth Christian
3660,LAW,657G-001,ALR Mastery of Statutory Legal Research,Th,14:00:00,16:00:00,David Yoo
3661,LAW,657I-001,ALR Mastery of Regulatory Research,Th,14:00:00,16:00:00,Erin Grimes
3662,LAW,658-001,Capital Defender Practicum,Tu,15:30:00,17:30:00,Josh Moore
3663,LAW,659A-001,Doing Deals Contract Drafting,M,16:15:00,19:15:00,Not Listed
3664,LAW,659B-001,Doing Deals Deal Skills,M,16:15:00,19:15:00,Katherine Koops
3665,LAW,659D-001,Doing Deals Private Equity,Tu,16:00:00,18:15:00,Kevin Crowley
3666,LAW,659F-001,Doing Deals General Counsel,Tu,16:15:00,19:15:00,Not Listed
3667,LAW,659G-001,Doing DealsComml Real Estate,Th,14:00:00,17:00:00,Not Listed
3668,LAW,659J-001,Doing Deals Mergers  Acqs,M,16:15:00,19:15:00,Katherine Koops
3669,LAW,659M-001,Doing DealsComml Lending Trans,W,16:15:00,19:15:00,Not Listed
3670,LAW,659N-001,Doing Deals IP Transactions,Tu,15:00:00,18:00:00,Courtney Lytle
3671,LAW,659A-002,Doing Deals Contract Drafting,Th,16:15:00,19:15:00,Not Listed
3672,LAW,659B-002,Doing Deals Deal Skills,W,14:00:00,17:00:00,Not Listed
3673,LAW,659A-003,Doing Deals Contract Drafting,M,16:15:00,19:15:00,Not Listed
3674,LAW,659A-004,Doing Deals Contract Drafting,Tu,16:15:00,19:15:00,Not Listed
3675,LAW,659A-005,Doing Deals Contract Drafting,Tu,16:15:00,19:15:00,Not Listed
3676,LAW,659A-006,Doing Deals Contract Drafting,W,9:00:00,12:00:00,Not Listed
3677,LAW,659A-007,Doing Deals Contract Drafting,W,16:15:00,19:15:00,Not Listed
3678,LAW,659A-008,Doing Deals Contract Drafting,W,16:15:00,19:15:00,Not Listed
3679,LAW,659A-009,Doing Deals Contract Drafting,Th,13:00:00,16:00:00,Not Listed
3680,LAW,659A-010,Doing Deals Contract Drafting,Th,16:15:00,19:15:00,Harvey Linder
3681,LAW,662-001,Education Law and Policy,M,16:30:00,18:30:00,Randee Waldman
3683,LAW,668X-001,Employment Law,TuTh,10:30:00,12:00:00,Not Listed
3684,LAW,670-001,Jurisprudence,MW,14:00:00,15:30:00,Not Listed
3685,LAW,671A-001,Trial Practice Advocacy,Tu,18:15:00,20:15:00,Justin Norman
3686,LAW,671A-002,Trial Practice Advocacy,F,12:30:00,16:30:00,Justin Norman
3687,LAW,675-001,Constitutional Lit,W,16:15:00,19:15:00,Gerald Weber
3688,LAW,675K-001,ALRIPCopyright Law Research,Tu,14:00:00,16:00:00,Andrea Quinn
3690,LAW,676C-001,International Humanitarian Law Clinic,M,9:00:00,11:00:00,Laurie Blank
3692,LAW,683-001,White Collar Crime,Th,16:15:00,19:15:00,Lynsey Barron
3693,LAW,689R-001,Rule of Law,MW,15:30:00,17:00:00,Jon Smibert
3694,LAW,690L-001,International Human Rights,TuTh,9:00:00,10:30:00,Hallie Ludsin
3695,LAW,694-001,English Legal History,MW,14:00:00,15:30:00,Alexander Volokh
3696,LAW,695-001,Land Use,Tu,18:00:00,20:00:00,Not Listed
3697,LAW,697-001,Environmental Advocacy WS,W,16:30:00,18:30:00,Christopher Zygmont
3699,LAW,698B-001,Child Protection and International Human Rights,W,16:15:00,19:15:00,RogerClaude Liwanga
3700,LAW,699C-001,Juvenile Defender Clinic,F,0:00:00,0:00:00,Randee Waldman
3701,LAW,708-001,Law and Religion,Th,13:00:00,16:00:00,Silas Allard
3702,LAW,708D-001,Law  Religion Legal Advocacy,W,16:30:00,17:45:00,Whittney Barth
3703,LAW,708X-001,Law and Religion in Practice and Legal Advocacy Law and Religion,W,14:00:00,16:00:00,Whittney Barth
3704,LAW,710-001,Copyright Law,MW,10:30:00,12:00:00,Matthew Sag
3705,LAW,710X-001,Trade Secrets,TuTh,14:00:00,15:30:00,Nicole Morris
3706,LAW,711-001,Religion Culture and Law in Comparative Practice,TuTh,12:15:00,13:45:00,Hallie Ludsin
3707,LAW,712-001,Corporate Finance,TuTh,13:00:00,14:30:00,George Shepherd
3708,LAW,715-001,Law  The Unconscious Mind,MW,14:00:00,15:30:00,Martha Duncan
3709,LAW,716-001,Bankruptcy,MW,10:30:00,12:00:00,Lindsey Simon
3710,LAW,721-001,Federal Courts,TuTh,14:00:00,15:30:00,Jonathan Nash
3711,LAW,722A-001,Social Media Law,W,17:00:00,20:00:00,Jasmine Johnson
3712,LAW,727-001,Citizenship  Immigration Law,TuTh,10:30:00,12:00:00,Charles Kuck
3713,LAW,731L-001,Crimmigration,Th,18:00:00,20:00:00,Emily Davis
3714,LAW,732-001,International Law,TuTh,10:30:00,12:00:00,Magdalena Tulibacka
3715,LAW,736B-001,Global Public Health Law,Tu,18:15:00,20:15:00,RitaMarie Brady
3718,LAW,745-001,DUI Trials,M,16:15:00,19:15:00,Lauren Stadalius
3719,LAW,747-001,Legal Profession,MW,9:00:00,10:30:00,Paul Koster
3720,LAW,754-001,Patent Law,TuTh,16:00:00,17:30:00,Margo Bagley
3721,LAW,754A-001,Patent Litigation,TuTh,13:15:00,14:45:00,Alicia Hughes
3722,LAW,755G-001,Pretrial Litigation,Tu,17:00:00,20:00:00,Natanya Brooks
3723,LAW,758-001,Digital Asset Regulation,W,17:00:00,19:00:00,Not Listed
3724,LAW,759A-001,Corporate ComplianceOversightCulture  Mgmt of Foreign Corrupt Practices Act  Other Legal Risks,M,18:00:00,20:00:00,Dewitt Rogers
3726,LAW,761A-001,ALR International Legal Research,Th,14:00:00,16:00:00,Amy Flick
3727,LAW,764X-001,Depositions and Discovery,W,17:00:00,19:00:00,Not Listed
3728,LAW,766-001,Trademark Prosecution,W,10:00:00,12:00:00,Lauren Brenner
3729,LAW,767-001,Cross Exam Techniques,F,9:00:00,12:00:00,Not Listed
3730,LAW,767-002,Cross Exam Techniques,W,14:00:00,17:00:00,Matthew Cavedon
3731,LAW,770-001,Colloq War  Security,Tu,14:00:00,16:00:00,Mary Dudziak
3732,LAW,786-001,International Advocacy Skills,M,10:00:00,12:30:00,Not Listed
3733,LAW,802-001,SEM Issues in Tax Policy,W,14:00:00,16:00:00,Not Listed
3735,LAW,807A-001,SEM Legal Anthropology,Tu,16:00:00,18:00:00,Not Listed
3736,LAW,813-001,SEM Gender Sexuality and the Law,Th,14:00:00,16:00:00,Atieno Samandari
3737,LAW,817-001,SEMImplement US Intnl Law,W,14:00:00,16:00:00,Johan Vyver
3738,LAW,818-001,Sem Intnl Intellectual Prop,W,16:00:00,18:00:00,Margo Bagley
3739,LAW,821A-001,SEM Corporate Crime,Th,14:00:00,16:00:00,Not Listed
3740,LAW,831A-001,SEM Ethics and Politics of Immigration Law,W,16:15:00,18:15:00,Silas Allard
3741,LAW,860A-001,Colloquium Series Workshop,W,12:15:00,14:45:00,Kay Levine
3742,LAW,870A-001,EXTERN Public Interest,Tu,17:00:00,18:00:00,Derrick Howard
3743,LAW,870C-001,EXTERN Govt Counsel,Th,18:30:00,19:30:00,Ailya Zaidi
3744,LAW,870D-001,EXTERN Civil Litigation,W,8:00:00,9:00:00,C Demps
3745,LAW,8.70E+01,EXTERN Judicial,F,8:00:00,9:00:00,Corey Hirokawa
3746,LAW,870F-001,EXTERN Corporate Counsel,F,9:00:00,10:00:00,Shiriki Jones
3747,LAW,870G-001,EXTERN Prosecution,Tu,17:00:00,18:00:00,Adam Hames
3748,LAW,870I-001,EXTERN Advanced,W,15:00:00,16:00:00,Linda Amidon
3749,LAW,870A-002,EXTERN Public Interest,Tu,17:00:00,18:00:00,Debbie Segal
3750,LAW,8.70E+00,EXTERN Judicial,F,9:30:00,10:30:00,Corey Hirokawa
3751,LAW,870F-002,EXTERN Corporate Counsel,M,9:00:00,10:00:00,Amanda Galifianakis
3752,LAW,870I-002,EXTERN Advanced,W,17:00:00,18:00:00,Linda Amidon
3753,LAW,890-001,Fundamentals of Innov I,M,16:30:00,19:30:00,Nicole Morris
3771,LAW,959-001,Courtroom PersuasionDrama I,Th,10:30:00,11:45:00,Adena Brumer
3772,LAW,959-002,Courtroom PersuasionDrama I,Th,12:30:00,13:45:00,Adena Brumer
3773,LAW,959-003,Courtroom PersuasionDrama I,Tu,18:30:00,19:45:00,Julie Still
3774,LACS,101-1,Intro To Latin American Studies,TuTh,14:30:00,15:45:00,Robert Goddard
3775,LACS,190-1,Freshman Seminar Latin American and Caribbean Studies,W,13:00:00,15:45:00,Tiphanie Yanique
3776,LACS,263W-1,Plantation to Postcolonial,TuTh,8:30:00,9:45:00,Robert Goddard
3777,LACS,270-1,Topics Latin Americn Issues,TuTh,13:00:00,14:15:00,Adriana Chira
3778,LACS,385-1,Special Topics in Latin American and Caribbean Studies,MW,13:00:00,14:15:00,Aisha Finch
3779,LACS,385-2,Special Topics in Latin American and Caribbean Studies,W,16:00:00,18:45:00,Not Listed
3780,LACS,409-1,Medical Discourse in Latin America,TuTh,10:00:00,11:15:00,Xochiquetzal MarsilliVargas
3781,LACS,421W-1,Mexican National Cinema,TuTh,13:00:00,14:15:00,Monica Blizzard
3782,ANT,101-1,Introduction To Anthropology,TuTh,13:00:00,14:15:00,John Lindo
3783,ANT,185-1,Anthropology Special Topics,MWF,11:30:00,12:45:00,Sandra Blakely
3784,ANT,190-1,Freshman SeminarAnthropology,MW,8:30:00,9:45:00,Craig Hadley
3785,ANT,190-2,Freshman SeminarAnthropology,MW,10:00:00,11:15:00,Debra Vidali
3786,ANT,200-1,Foundations of Behavior,TuTh,11:30:00,12:45:00,Elizabeth Lonsdorf
3787,ANT,201-L1,Concepts And Methods in Biol Anth,M,13:00:00,14:15:00,Not Listed
3788,ANT,201-L2,Concepts And Methods in Biol Anth,Tu,11:30:00,12:45:00,Not Listed
3789,ANT,201-L3,Concepts And Methods in Biol Anth,F,9:00:00,11:00:00,Not Listed
3790,ANT,201-L4,Concepts And Methods in Biol Anth,F,12:00:00,14:00:00,Not Listed
3791,ANT,201-1,Concepts And Methods in Biol Anth,TuTh,10:00:00,11:15:00,Not Listed
3792,ANT,202-D1,Concepts and Methods in Cultural Anthropology,F,8:30:00,9:45:00,Not Listed
3793,ANT,202-D2,Concepts and Methods in Cultural Anthropology,F,11:30:00,12:45:00,Not Listed
3794,ANT,202-1,Concepts and Methods in Cultural Anthropology,MW,8:30:00,9:45:00,Kristin Phillips
3795,ANT,202-2,Concepts and Methods in Cultural Anthropology,MW,11:30:00,12:45:00,Kristin Phillips
3796,ANT,203-1,Foundations of Linguistics,TuTh,10:00:00,11:15:00,Not Listed
3797,ANT,203-2,Foundations of Linguistics,F,10:00:00,10:50:00,Not Listed
3798,ANT,205-1,Foundations of Global Health,TuTh,10:00:00,11:15:00,Rachel HallClifford
3799,ANT,207-1,Foundation Development Studies,TuTh,13:00:00,14:15:00,Peter Little
3800,ANT,258-1,Anthropology of the Jews,TuTh,10:00:00,11:15:00,Don Seeman
3801,ANT,285-1,Anthropology Special Topics,TuTh,16:00:00,17:15:00,Devaka Premawardhana
3802,ANT,285-2,Anthropology Special Topics,TuTh,11:30:00,12:45:00,Petra Creamer
3803,ANT,302-1,Primate Behavior  Ecology,MW,10:00:00,11:15:00,Marcela Benitez
3804,ANT,311-1,Nutritional Anthropology,MW,13:00:00,14:15:00,Craig Hadley
3805,ANT,325-1,Language Gender and Sexuality,TuTh,13:00:00,14:15:00,Not Listed
3806,ANT,339-1,Defining Health Biocultural Perspectives,TuTh,13:00:00,14:15:00,Michelle Lampl
3807,ANT,349-1,Food Health and Society,MW,8:30:00,9:45:00,Cassandra Quave
3808,ANT,351W-1,Sustainable DevAnthro Perspective,TuTh,16:00:00,17:15:00,David Nugent
3809,ANT,385-1,Special Topics Anthropology,TuTh,11:30:00,12:45:00,Katy Lindquist
3810,ANT,385-2,Special Topics Anthropology,TuTh,14:30:00,15:45:00,Sasha Tycko
3811,ANT,391-1,Law Discipline and Justice,MW,16:00:00,17:15:00,Michael Peletz
3812,ANT,455W-1,Current Issues in Primatology,W,14:30:00,17:15:00,Marcela Benitez
3813,ANT,499W-1,Capstone Seminar Why Anthropology Matters,MW,11:30:00,12:45:00,Anna Grimshaw
3814,ANT,500-1,Proseminar in Anthropology,Tu,16:00:00,18:45:00,Peter Little
3815,ANT,506-1,Culture And Power,W,18:00:00,20:45:00,David Nugent
