,class_prefix,class_num,class_name
7986,ENG,354W,Special Topics in Biology Advanced Methods Neuroscience
7987,ENG,359W,Honors Research
7991,ENG,380,Honors Research
7993,ENG,383RW,Supervised Reading
7997,ENG,412RW,Undergraduate Research
8012,ENG,790,Statistical Methods I
8028,ENGCW,379,Statistical Methods I
8040,ENVS,285W,Statistical Methods III
8042,ENVS,320,Introduction To Biostatistics
8043,ENVS,324,Biostatistical Methods I
8044,ENVS,342,Introduction to Categorical Data Analysis
8047,ENVS,359,Intro. to Probability Theory
8056,ENVS,387,Probability Theory 1
8068,ENVS,524,Introduction to Large Scale Biomedical Data Analysis
8069,ENVS,559,Applied Biostatistics I
8088,EPI,550,Survival Analysis Methods
8092,EPI,560,Longitudinal and Multilevel Data Analysis
8096,EPI,567,Modern Regression Analysis
8104,EPI,591U,SAS Programming
8120,ES,621,Introduction to R (Non-BIOS Student)
8121,ES,635,Sampling Applications
8122,ES,658,High Throughput Data Analysis Using R & Bioconductor
8123,ES,663CEE,Seminar In Biostatistics
8128,ES,697,Applied Practice Experience
8138,EV,699,Directed Study
8149,FILM,377,Thesis
8155,FILM,388,Advanced Linear Models
8161,FILM,390,Probability Theory II
8164,FILM,406,Advanced Survival Analysis
8167,FILM,495R,Spatial Analysis Of Public Health Data
8188,FIN,484,Biostatistical Consulting
8190,FIN,487,Advanced Topics in Biostatistics
8211,FIN,684,How To Teach Biostatistics
8213,FIN,687,Advanced Seminar In Biostatistics
8216,FIN,726,Pre-Candidacy Research
8217,FIN,726A,Directed Study
8218,FIN,726B,Dissertation
8245,GER,315,Concise Hebrew
8246,GER,321,Introduction to Biblical Hebrew I
8270,GH,537,Introduction to Biblical Greek I
8281,GH,567,Readings In Biblical Hebrew
8287,GH,585,Readings in Biblical Greek
8297,GMB,797R,Thesis Research
8305,GRAD,710R,Dissertation Research
8309,GRK,370,Doctoral Thesis
8314,HC,503,Joint Georgia TechEmory Biomedical Engineering Program Enrollment
8317,HC,612,Behavioral and Social Sciences in Public Health
8318,HC,625,Behavioral Epidemiology
8319,HC,627,Theory Driven Research and Practice
8320,HC,633,Community Assessment
8321,HC,646CEE,Program Planning in Health Promotion
8324,HCO,597D,Macrosocial Determinants of Health
8347,HISP,520,Qualitative Data Analysis
8352,HISP,799R,Research Methods in Health Promotion
8359,HIST,204,Socio-Behavioral Measurement
8361,HIST,221,BSHE Seminar
8364,HIST,260,History of Public Health
8366,HIST,279W,Mental HealthMedical Interface in US
8371,HIST,285W,Introduction to Public Mental Health
8380,HIST,310,Prevention of Mental and Behavioral Disorder
8381,HIST,315,Injury Prevention And Control
8384,HIST,366,Thesis Mentorship
8387,HIST,377W,Applied Practice Experience
8388,HIST,384,Directed Study
8467,HPM,533,Thesis
8477,HPM,564,Research Designs in the Behavioral and Social Sciences
8490,HPM,740,Grant Writing and Research Ethics
8506,IBS,543R,Proposal Development II
8511,IBS,562,Teaching in Public Health
8513,IBS,593,Applying Theory to Public Health Research & Practice
8517,IBS,727,Directed Study
8520,ICIVS,505,Research Hours
8530,IDS,216,Dissertation Research
8559,INFO,501,Goizueta School Seminar
8560,INFO,511,Business Communication Strategy
8573,ISOM,359,Professional Development
8580,ISOM,503,Junior Seminar
8585,ISOM,556,Study Abroad BUS Elective (Related Elective)
8587,ISOM,559,Study Abroad BUS Elective (Global Elective)
8590,ISOM,654,Senior Seminar Wall Street & Investing
8596,ISOM,750,Senior Seminar Leadership Development
8597,ISOM,754,Senior Seminar Owning Your Case-Based Intervi
8623,JPN,275,Senior Seminar Adv Financial ModelingExcel
8625,JPN,378W,Senior Seminar Current Events & Business Impact
8633,JS,315,Senior Seminar Excel for Beginners
8634,JS,320,Senior Seminar Excel for Intermediate Users
8638,JS,490RW,Senior Seminar Business Etiquette
8639,JS,497R,Senior Seminar America's New Music City Atl
8640,JS,597R,Senior Seminar The Business of Law
8646,KRN,271,Senior Seminar Applied Field Experience
8649,KRN,382,Senior Seminar Going GlobalPractical Guide
8654,LA,699,Senior Seminar Coaching&PersonalEffectiveness
8660,LACS,270W,Senior Seminar Contemporary Issues in Accounting
8662,LACS,385W,Senior Seminar Strategic &Business Consulting
8667,LAT,314,BBA Capstone
8680,LLM1,,Study Abroad
8688,SP18,,Internship
8712,LAW,623,Directed Study
8713,LAW,624C,Directed Study
8716,LAW,627F,Special Topics in Business Design Thinking
8717,LAW,628Y,Goizueta IMPACT
8718,LAW,630,Washington Campus
8720,LAW,632A,International Module
8729,LAW,655A,Cornerstone
8730,LAW,655B,Goizueta Plus
8739,LAW,659G,Internship
8743,LAW,660,Special Topics Design Thinking
8746,LAW,665,Professional Development Accounting
8749,LAW,669X,Study Abroad Copenhagen
8751,LAW,671B,Study Abroad HEC
8752,LAW,672,Study Abroad Melbourne Business School
8760,LAW,691,Practicum
8764,LAW,700C,Directed Study
8768,LAW,710,International Module
8773,LAW,722,Survey of Business Research Methods
8778,LAW,738B,Teaching Business-TATTO
8780,LAW,754A,Foundations of Accounting Thought
8782,LAW,759,Pre-Candidacy Dissertation Research
8783,LAW,761A,Dissertation
8784,LAW,762,Non-Business Elective Abroad
8786,LAW,809,Non-Business Elective Abroad-Global
8788,LAW,829R,Non-Business Elective Abroad-HAL
8790,LAW,842,Non-Bus Elective Abroad-HAP
8791,LAW,846,Non-Bus Elective Abroad-SNTL
8803,LAW,875A,Seminar Abroad
8805,LAW,880B,Introductory Graduate Seminar
8806,GBS,,Laboratory Rotations
8818,LAW,894,Advanced Graduate Research
8819,CSLR,,Advanced Graduate Seminar
8833,LING,210,Dissertation Research
8834,LING,242,Community Building and Social Change I - Principles and Perspectives
8838,LING,318,Church and Community Development
8839,LING,350,Ethnographic Research for Ministry in Congregations and Local Communities
8840,LING,363,Ministry Internship
8847,LING,485W,Clinical Pastoral Education
8852,M,609,Contextual Education I Site Reflection Arrendale Prison
8853,M,612,Contextual Education I Site Reflection Campbell-Stone Apartments
8867,MATH,330,Contextual Education I Site Reflection First Presbyterian Church
8868,MATH,344,Contextual Education I Site Reflection Gwinnett Medical Center
8872,MATH,385,Contextual Education I Site Reflection Inspiritus
8880,MATH,517,"Contextual Education I Site Reflection Metro RYDC, DJJ"
8882,MATH,536,Contextual Education I Site Reflection Northlake Ministry w Refugees
8883,MATH,543,Contextual Education I Site Reflection Transitional Center
8884,MATH,558,Contextual Education I Site Reflection The Shrine
8885,MATH,572,Contextual Education I Site Reflection Toco Hills Community Alliance
8892,MATH,787R,Contextual Education Ia for Episcopal Studies
8896,MBC,700,Con Ed la for Teaching Parish
8993,GO01,,Contextual Education IIA
9057,GM06,,Con Ed lla for Anglican Studies
9085,EM04,,Con Ed lla for Teaching Parish
9128,CO09,,Anglican Studies Seminar
9135,MDP,514,Teaching Parish Seminar
9138,MDP,522,Structure and Properties
9182,MESAS,319,Structure and Properties Lab
9183,MESAS,320,Freshmen SeminarChemistry Chemistry of microbes A to Z
9185,MESAS,366,Principles of Reactivity
9193,MESAS,491R,Principles of Reactivity Lab
9196,MESAS,570,Advanced Reactivity
9246,MKT,742,Advanced Reactivity Lab
9247,MMG,570R,Macromolecules
9268,MSP,717,Macromolecules Lab
9270,MSP,797R,Light and Matter
9285,MUS,204,Light and Matter Lab
9288,MUS,282,Physical Chemistry for Life Sciences
9300,MUS,306W,Analytical Tools and Techniques
9301,MUS,309,Biochemistry I
9320,MUS,460RW,Physical Chemistry I
9327,NBB,300,Physical Chemistry Lab I
9353,NHS,700R,Inorganic Chemistry
9357,NRSG,101,Special Topics in Chemistry
9364,LAB1,,Chem Mentors Leadership in Peer-Led Learning
9371,NRSG,327,Introduction To Research
9375,P220,,Honors Thesis
9378,P114,,Supervised Reading
9449,NRSG,446,Undergraduate Research
9457,NRSG,515,Directed Study
9471,NRSG,582,Advanced Organic Chemistry I
9477,NRSG,656,Advanced Organic Chemistry II
9501,NT,604,Intro to Molecular Quantum Mechanics
9502,NT,612,"Thermodynamics, Kinetics, and Modeling"
9503,NT,698,Biomolecular Chemistry
9508,OAM,334,Thesis Research
9510,OAM,336,Special Topics in Chemistry
9511,OAM,338,Advanced Research
9522,OAM,535,Elementary Chinese I
9550,OT,698,Elem Chinese For Heritage Speakers
9553,P,642,Intermediate Chinese I
9577,PBEE,797R,Modern China in Film & Fiction
9581,PC,698,Revolutions and Republics China in the 20th and 21st Centuries
9601,PE,187,Advanced Chinese I OralWrit Comm
9610,PE,218,Advanced Chinese for Heritage Speakers
9614,PE,273,Chinese Drama
9642,PHIL,117,Confucian Classics
9644,PHIL,123,Directed Study
9652,PHIL,220,Advanced Readings in Modern Chn I
9654,PHIL,350,Food and Culture in East Asia
9656,PHIL,400W,Honors Chinese I
9657,PHIL,404W,Hero and Antihero
9658,PHIL,437,Masterworks of Clasical Literature
9662,PHIL,490R,Freshman Seminar Ancient MedicineChiron-Galen
9665,PHIL,540R,Freshman Seminar Socrates on Trial
9690,PHYS,525,The Greeks
9694,PHYS,564,The Ancient Novel & Its Influence
9712,POLS,317,Spec Studies in Classical Culture Sages and Saints
9714,POLS,321,"Shipwrecks, Pirates, Palaces"
9715,POLS,346,Honors Course
9717,POLS,354,Candler Chorale
9718,POLS,355,Candler Voices
9719,POLS,358,Candler Singers
9731,POLS,385W,Music & Worship in the Black Church
9740,POLS,490R,Musical Theology of Bach
9749,POLS,512,Columbia Coursework
9751,POLS,515,Fresh Sem Literature Biography in a Media Age
9767,PORT,302W,Fresh Sem Literature The Philosophical Animal
9768,PORT,412W,Fresh Sem Literature Socrates on Trial
9785,PSYC,103,Reading Comparatively
9798,PSYC,218,"Literatures, Genres, Media"
9804,PSYC,325,Methods of Literary Interpretation
9811,PSYC,385W,Literary Theory
9813,PSYC,430,Literature & Other Disciplines
9822,PSYC,551,Modern World Literatures Moderm World Literature
9823,PSYC,561,Special Topics Literature Kierkegaard and Job
9827,PSYC,610,Special Topics Literature FantasySci. Fiction &Religion
9828,PSYC,612,Special Topics Literature Intersections
9829,PSYC,720,Special Topics Literature
9852,PT,530,Special Topics Literature DrawOnWarSovereignMaps
9854,PT,699R,Special Topics Literature Practicing Theory
9855,PUBH,601R,Literature Proseminar for Majors Interpretation Theory
9856,PUBH,602R,Honors Thesis
9868,QTM,355,Supervised Reading
9874,QTM,490R,Special Topics in Rhetoric and Composition
9875,QTM,491,Theories of Comparative Literature Literary Theory
9882,RE,515,Spec Topics Comparative Literature The Work of Memory
9901,REL,310R,Spec Topics Comparative Literature Postcolonial Caribbean Thought
9902,REL,328W,Spec Topics Comparative Literature Fictions of Photography
9903,REL,333,Spec Topics Comparative Literature TechnicityHeidegDerriSimondon
9905,REL,351,Spec Topics Comparative Literature Problem & Philosophy of Life
9909,REL,366,Spec Topics Comparative Literature Feminist Poethics&Crit Imag.
9910,REL,369R,Spec Topics Comparative Literature
9913,REL,373,Spec Topics Comparative Literature Foucault
9931,RLE,733,Studies in History Freud for the Liberal Arts
9932,RLE,736,Studies in History
9946,RLPC,710K,Directed Readings
9957,RP,653,Supervised Research
9958,RP,655CEE,Dissertation Research
9962,RUSS,361,Fundamentals of Epidemiology
9963,RUSS,372W,Translational to Clinical Med.
9964,RUSS,401,Introduction To Computer Science I
9965,RUSS,420,Introduction to Computer Science II
9969,SOC,150,Foundations of Computer Science
9977,SOC,266,Data Structures and Algorithms
9978,SOC,271,Computer ArchitectureMachine Level Programming
9990,SOC,389W,Artificial Intelligence
9999,SOC,562,Machine Learning
10005,SOC,741,Systems Programming
10017,SPAN,217R,Computer Science Practicum
10029,SPAN,410W,Database Systems
10030,SPAN,412,Computer Security
10031,SPAN,460,Topics in Computer Science Quantum Computing
10035,SPAN,460W,Honors
10038,SR,515,Directed Study
10048,ST,619CEE,Data Structure & Algorithms I
10049,ST,623,Algorithms
10050,ST,660,Machine Learning
10097,TATT,610HISP,Systems Programming
10136,THEA,389W,Information and Computer Security
10154,WGS,205W,Artificial Intelligence
10158,WGS,328W,Topics In Computer Science Quantum Computing
10170,WGS,599R,Teaching Seminar (TATTO Requirement)
10187,BUS,290,Computer Science Master's Practicum
10188,CE,551HYBA,Directed Study Professional Development
10191,CE,551TPHA,Directed Study
10192,DM,700,Rotation Project
10193,DM,701,Research
10194,DM,703,Graduate Seminar
10195,DM,704,Dissertation Research
10196,DM,712,Ballet Dance I (Introduction)
10197,DM,715,Contemporary Modern Dance I (Introduction)
10198,DM,722,Jazz Dance I (Introduction)
10199,DM,725,World Dance Forms African Dance
10201,LAW,570E,Movement Improvisation
10202,LAW,590E,"Freshman Seminar Contemplate, Create, Debate"
10203,LAW,608E,Emory Dance Company
10204,LAW,630E,Ballet Dance II (Advanced Beginning)
10205,LAW,668E,Contemporary Modern Dance II (Advanced Beginning)
10206,LAW,679E,Jazz Dance II (Advanced Beggining)
10207,LAW,738E,Topics in Somatic Practices Contact Improvisation
10208,LAW,744E,Introduction to Dance
10209,LAW,759E,Choreography I
10210,LAW,802E,Ballet Dance III (Intermediate)
10211,MI,203,Contemporary Modern Dance III (Intermediate)
10212,MI,327,Jazz Dance III (Intermediate)
10213,MI,390R,Contemporary Issues in the Performing Arts
10214,MI,411,Dance Pedagogy
10215,MI,451B,Spec TopicsDance & Mvmnt Studies Experiential Anatomy
10216,MI,453B,Spec TopicsDance & Mvmnt Studies Movement Research Lab
10217,MI,455B,Spec TopicsDance & Mvmnt Studies Ballet Culture. Pleasure&Pain
10218,MI,496R,Ballet Dance IV (Advanced)
10219,MI,497R,Contemporary Modern Dance IV (Advanced)
10220,NRSG,350D,Special Projects Performance
10221,NRSG,351D,Special Project HistoricalTheoretical Research
10222,NRSG,352D,Special Projects Internship
10223,NRSG,353D,Honors Thesis
10224,NRSG,354D,Special StudioTeaching Assistant
10225,NRSG,355D,Special Projects Choreography
10226,NRSG,357D,Spec ProjectsDanc & Movemnt Stud Dance Lab
10227,NRSG,358D,Spec ProjectsDanc & Movemnt Stud
10228,NRSG,359D,Strategies and Resources for Online Learning
10229,NRSG,361D,Systems Physiology
10230,NRSG,362D,Neuroscience
10232,NRSG,468D,Introduction to Interventions
10233,NRSG,469D,Growth Processes Lifespan
10234,NRSG,471D,Teaching and Learning Process
10235,NRSG,473D,Adult Neurorehabilitation
10236,NRSG,475D,Pediatric Rehabilitation
10237,NRSG,519D,Health Service and Management
10238,NRSG,522D,Exploration of Human Behavior
10239,NRSG,524D,Joint GA Tech-Emory DPTPhD Program
10240,NRSG,528D,Advanced Medical Screening
10241,NRSG,544D,Clinical Research I
10242,NRSG,547D,Professional Leadership and Development
10243,NRSG,549D,Advanced Oncology
10244,NRSG,551MN,Yoga and Mindfulness for Physical Therapists
10245,NRSG,554D,Business management for the PT Entrepreneur
10246,NRSG,560D,Preceptorship Neuroscience
10247,NRSG,573D,Manual & Manipulative Therapy
10248,NRSG,574D,Pilates for the Rehabilitation Professinal
10249,NRSG,580D,Principles of Nutrition
10250,NRSG,614D,Dry Needling
10251,NRSG,624D,Spanish for Physical Therapists
10252,NRSG,625MN,Advanced Acute Care
10253,NRSG,631D,The Endurance Athlete
10254,NRSG,654D,PreceptorshipAdult Neurorehab
10255,NRSG,657D,PreceptorshipIntroduction to Interventions
10256,NRSG,663D,Preceptorship Spanish for Physical Therapists
10257,NRSG,667D,Hlth in Aging-Pt Care for 21c
10258,NRSG,670D,Directed Study
10259,NRSG,674D,Readings in Physical Therapy
10260,NRSG,675D,Directed Study III
10261,NRSG,676D,Preceptorship Pediatric Rehab
10262,NRSG,678D,Sports Physical Therapy
10263,NRSG,682MN,History Of Methodism
10264,NRSG,684D,Theology Of Wesley & Methodism
10265,NRSG,701D,Baptist Traditions A History
10266,NRSG,704D,Hist of the Episcopal Church
10267,NRSG,708D,DS Directed Study
10268,NRSG,714D,Introduction to East Asian Studies
10269,NRSG,721D,Modern China in Film & Fiction
10270,NRSG,723D,Revolutions and Republics China in the 20th and 21st Centuries
10271,NRSG,726D,Chinese Drama
10272,NRSG,729D,Confucian Classics
10273,NRSG,745D,Special Topics East Asian Studies Pacific CrossingsRel.Race
10274,NRSG,749D,Directed Reading
10275,NRSG,754D,Food and Culture in East Asia
10276,NRSG,759D,Seminar in East Asian Studies
10277,NRSG,765D,East Asian Studies Honors I
10278,NRSG,769D,Principles Of Microeconomics
10279,NRSG,771D,Principles Of Macroeconomics
10280,NRSG,774D,Freshman SeminarEconomics Gaming the Theory
10281,PUBH,500,Intermediate Microeconomics
10282,RE,635,Intermediate Macroeconomics
10283,WR,635,"Stocks, Bonds & Financial Markets"
10285,BSHES,504D,Probability and Statistics for Economists
10287,LAW,520E,Intro To Global Trade And Finance
10288,LAW,605E,Contemporary Economic Issues
10289,LAW,701E,Experimental Economics
10290,LAW,747E,Econometrics
10309,NRSG,476D,Financial Economics
10310,NRSG,477D,Development of Modern U.S. Economy
10311,NRSG,518D,Development Issues for Africa
10312,NRSG,520D,Health Economics
10314,NRSG,546D,Washington Econ Policy Semester
10316,NRSG,557D,Directed Reading In Economics
10317,NRSG,572D,Money & Banking
10318,NRSG,591D,Money & Banking
10319,NRSG,601D,Economic Forecasting
10321,NRSG,630D,Mathematical Economics
10322,NRSG,652D,International Finance
10323,NRSG,653D,Advanced Financial Markets
10324,NRSG,662D,Public Finance
10325,NRSG,665D,Economics Internship
10326,NRSG,669D,Advanced Topics in Economics Transfer Pricing
10327,NRSG,673D,Honors Seminar
10330,NRSG,717D,Tutorial in Economics
10331,NRSG,720D,Tutorial in Economics
10335,NRSG,751D,Macroeconomic Theory I
10336,NRSG,757D,Probability Theory and Statistical Inference
10337,NRSG,763D,Econometric Methods II
