,class_prefix,class_num,class_name
2985,NBB,120,Process & Systems Management
2986,NBB,190,Supply Chain Management
2987,NBB,299,"Think, Code.Make"
2988,NBB,301,Advanced Decision Analytics
2990,NBB,321,Study Abroad ISOM Elective (General Elective)
2991,NBB,361W,Study Abroad ISOM Elective (Global Elective)
2992,NBB,370,Foundations of Digital Enterp.
2999,NBB,399R,Operations Strategy
3000,NBB,410,Forecast & Predictive Analytics
3001,NBB,424,Data & Decision Analytics
3002,NBB,426,Processes and Systems Management
3003,NBB,460,Process & Systems Management
3004,NBB,470,Technology & Adaptive Systems
3005,NBB,482R,Supply Chain Management
3006,NBB,490,Management Science in Spreadsheets
3007,NBB,495A,IMPACT 360 Operations
3008,NBB,495BW,Operations Strategy
3011,NBB,499R,Forecast & Predictive Analytics
3012,NCSS,500,Problem Solving Bootcamp
3013,NCSS,698R,Managing Big Data
3014,NCSS,699,Machine Learning II
3015,NHS,570R,CapstoneExperiential Course
3016,NHS,581,Research Seminar in Information Systems II
3020,NHS,790R,Foundations of Operations Management
3021,NHS,797R,IT 999R
3023,NRSG,200,"Language & Culture, Elem. II"
3024,NRSG,201,"Language & Culture, Inter. II"
3025,NRSG,202,Language & Culture; Adv. II
3026,NRSG,205,Tops in Ital Lit in Trans
3027,NRSG,207,Tops in Ital Lit in Trans Novella Tradition Italy& China
3028,NRSG,309,Supervised Reading
3034,NRSG,322,Jones Program in Ethics Workshop Prophetic Redemp.-Incaceration
3036,NRSG,326,Jones Program in Ethics Workshop Plagiarism
3039,NRSG,332,Jones Program in Ethics Workshop Title IX Discussion
3040,NRSG,348D,"Jones Program in Ethics Workshop Emot.ArtPolit,Blk LivesMat."
3043,NRSG,385,Jones Program in Ethics Workshop Make Rsrch Data Reproducible
3044,NRSG,389,Jones Program in Ethics Workshop Remote Ethics Training
3045,NRSG,391,Jones Program in Ethics Workshop How to Translate Academia
3052,NRSG,407,Jones Program in Ethics Workshop Strange Fruit No More
3055,NRSG,415,Jones Program in Ethics Workshop How to Translate Academia
3056,NRSG,422,"Jones Program in Ethics Workshop Social Med, Acad, & Activism"
3058,NRSG,425,Jones Program in Ethics Workshop Understanding Pronouns
3063,NRSG,433,Jones Program in Ethics Workshop Sexual Harassment Training
3064,NRSG,442D,Jones Program in Ethics Workshop Remote Science & Human Rights
3065,NRSG,454,Jones Program in Ethics Workshop Writing a Data Mgmt Plan
3066,NRSG,456D,Jones Program in Ethics Workshop Remote Zoom Recording AAAS
3067,NRSG,458D,Jones Program in Ethics Workshop Remote Zoom Recording DMP
3068,NRSG,459D,Elementary Japanese II
3069,NRSG,480,Intermediate Japanese II
3070,NRSG,482,Introduction to Japanese Linguistics
3072,NRSG,505,Intro to Japanese Culture
3073,NRSG,509,Adv Conv & Composition II
3074,NRSG,511,Topics in Jpn Studies
3075,NRSG,512,Directed Study
3076,NRSG,513,Adv Language & Cultural Studies II
3077,NRSG,514,Great Writers of Modern Japan Murakami Haruki
3078,NRSG,517,Introduction to Jewish Studies
3079,NRSG,519,Freshman Seminar Nostalgia &Alts. in Mod.Jewish
3081,NRSG,521,Freshman Seminar Intro to Jewish Literature
3082,NRSG,522,Anthropology of the Jews
3083,NRSG,526,Topics in Jewish History IsraelCase Study Nation Build
3084,NRSG,532,Topics in Jewish Rel & Culture Religion and American Law
3085,NRSG,544,Topics in Jewish Rel & Culture Harvey Milk's Life &Afterlives
3086,NRSG,545,Topics in Jewish Literature Lit.Expressions of Catastrophe
3087,NRSG,556,Medieval Jewish Thought
3088,NRSG,561,Ethics Ethics of Judaism
3089,NRSG,570,Topics in Jewish Religion & Culture Jewish Law
3090,NRSG,577,"Topics in Jewish Religion & Culture Bioethics, Ethnography & RTech"
3092,NRSG,600,Special Topics in Jewish Studies Israel Public Diplomacy
3094,NRSG,615,The Arab-Israeli Conflict
3095,NRSG,634,Matza and Tortillas
3096,NRSG,651,Modern Hebrew Literature
3097,NRSG,661,Topics in Jewish Rel. & Cult. Jewish Assimilation in Germany
3098,NRSG,664,Approaches To Jewish History
3099,NRSG,668,Elementary Korean I
3100,NRSG,670,Elementary Korean II
3101,NRSG,671,Freshmen Seminar Korean Global Hist.of Letter Writing
3102,NRSG,683,Intermediate Korean II
3103,NRSG,687,Food Media and Transnational Culture
3104,NRSG,690,Advanced Korean II
3105,NRSG,695R,Topics in Korean Cinema
3106,NRSG,703D,Choson Last Dynasty of Korea
3107,NRSG,713D,Special Topics Korean Korean Language and Society
3108,NRSG,716D,Special Topics Korean Modern Korea
3109,NRSG,730,Special Topics Korean Proficiency throughFilm
3110,NRSG,732,High Advanced Korean II
3111,NRSG,733,Intro to Relig. Leadership & Administration
3112,NRSG,734,Church Financial Leadership and Management
3113,NRSG,741,Special Topics in Leadership & Administration
3116,NS,570R,Freshman Seminar Latin American and Caribbean Studies LawJusticeEmpire Americas
3120,NT,502,Visitor Meets Native
3121,NT,603,Topics Latin Americn Issues Health in Latin Amer. History
3122,NT,650R,Sugar and Rum
3124,OAM,331,Medical Discourse in Latin America
3125,OAM,335,Advanced Seminar in Latin and Caribbean Studies Brazilian Ideas Art & Culture
3126,OAM,400,Independent Study
3127,OAM,401,Elementary Latin II
3128,OAM,431,Intermediate Latin Poetry
3130,OAM,433,Lyric Poetry
3131,OAM,434,Honors
3132,OAM,435,Supervised Reading
3133,OAM,436,Directed Readings
3134,OAM,438,Business Associations
3135,OAM,439,Contracts I
3136,OAM,471,Meets
3137,OAM,499R,Criminal Law
3140,OAM,538,Constitutional Law I
3141,OAM,539,Introduction to Legal Advocacy
3142,OAM,557,Property
3143,OAM,561,"Am Legal Writing, Analysis & Research"
3144,OAM,599R,Meets
3147,OAM,601,"American Legal Writing, Analysis & Research II"
3148,OAM,630,Meets
3149,OAM,632,Intro to Am. Legal System
3152,OAM,637,Meets
3153,OAM,661,SJD Research & Dissert. Development
3154,OAM,663,SJD Research & Dissert. Development
3155,OAM,664,U.S. Culture and Language for Law
3156,OAM,667,Meets
3157,OAM,669,Professionalism Program
3158,OAM,672,Meets
3159,OAM,680,Online Orientation & Residency
3160,OAM,691,Residency Online Capstone
3161,OAM,732,Meets
3162,OAM,734,The First Amendment Freedom of Speech
3165,OISP,990A,First AmendmentFree Expression
3166,OISP,991A,First Amendment Religious Freedom
3167,OISP,992A,Banking Law
3168,OISP,993A,LAW 605
3169,OISP,994A,Mediation Advocacy
3170,OISP,995A,Intellectual Property
3171,OT,502,International Commercial Arbitration Practicum
3172,OT,602,Complex Litigation
3173,OT,616,Commercial Law Sales
3174,OT,630,Law of Payment Systems
3175,OT,637,Water Resources Law
3176,P,501,Adoption
3177,P,631,European Union Law II
3178,P,699,Literature & JusticeWriters (and Their Art) on Trial Lit.& Justice-Writers on Trial
3179,PACE,201,Meets
3180,PAE,7002,Const'l Crim ProcedureInvestigations
3181,PAE,7104,Criminal Competency and Responsibility Practicum
3182,PAE,7200,Crim. Pretrial Motions Practice WS
3183,PAE,7201,Environmental Law
3184,PAE,7204,Islamic Law
3185,PAE,7206,Practical Lawyering Skills Pro Bono in Practice (Practicum)
3196,PAE,7801,Evidence
3198,PAE,8100,Family Law
3199,PBEE,597R,Barton Child Law & Pol Clinic
3202,PBEE,790R,Barton Appeal for Youth Clinic
3204,PC,501CE,Mergers and Acquisitions
3205,PC,502,Federal Income Tax Individual
3206,PC,650CEE,Tax Controversies
3207,PC,655,Federal Income Tax Corporations
3208,PC,699R,Franchise Law
3209,PE,110,Negotiations
3210,PE,112,Advanced Legal ResearchMastery-Case Law
3211,PE,114,Advanced Legal ResearchMastery-Regulatory Research
3212,PE,116,Capital Defender Practicum
3214,PE,126,Doing Deals Contract Drafting
3215,PE,128,Doing Deals Deal Skills
3216,PE,130,Doing Deals Venture Capital
3217,PE,132,Doing Deals Accounting in Action
3218,PE,135,Doing Deals General Counsel
3219,PE,150,Doing Deals Mergers & Acqs
3220,PE,151,Doing Deals Representing Investment Funds
3221,PE,160,Jewish Law
3222,PE,164,Employment Law
3223,PE,165,Trial Techniques
3224,PE,167,Securities BrokersDealers
3225,PE,173,International Humanitarian Law
3226,PE,180,International Humanitarian Law Clinic
3227,PE,181,Access to Justice
3228,PE,184R,Presidential Power and the Constitution
3229,PE,191,International Human Rights Law Practicum WGEID- United Nations
3230,PE,192,International Human Rights
3231,PE,194,Sports Law
3232,PE,195,Turner Environ Law Clinic
3233,PE,197,Kids in Conflict with Law
3234,PE,198,Juvenile Defender Clinic
3235,PE,199,Antitrust
3236,PE,212,Conflict Of Laws
3237,PE,214,Corporate Finance
3238,PE,235,Entertainment Law
3239,PE,236,Transitional Justice
3240,PE,285,Citizenship & Immigration Law
3242,PE,291,State & Local Govt
3243,PE,292,International Law
3244,PE,356,Transnational Criminal Litigation
3245,PE,399R,Analytical MethodsLawyers
3246,PE,402R,Health Law
3247,PE,405R,Law in Public Health
3248,PE,406R,Child Law & Policy Research
3249,PE,407R,Legal Profession
3250,PE,408R,Advanced Pretrial Lit
3251,PE,409R,Patent Practice and Procedure
3252,PE,411R,Foreign & comparative Law Research
3253,PE,412R,Seminar Right to go to War
3254,PE,413R,Seminar Hate Speech and Free Speech
3255,PE,414R,SEM Corporate Governance
3256,PERS,102,Seminar Family Law Partners to Parents
3257,PERS,202,Seminar Equality Equality at Emory
3258,PERS,302W,SEM Law & Vulnerability
3259,PERS,497R,SEM Animal Law
3262,PHIL,111,SEM Children's Rights
3263,PHIL,115,Advanced International Negotiations
3265,PHIL,120,SEM Judicial Behavior
3266,PHIL,128,Advanced Legal Writing Blogging & Social Media
3267,PHIL,131,Adv'd Criminal Trial Advocacy
3268,PHIL,190,Rights of Prisoners
3270,PHIL,200W,Seminar Law & Development
3271,PHIL,202W,Colloquium Series Workshop
3272,PHIL,204W,SEM Constitutional RightsConstitutional Controversies
3273,PHIL,220W,EXTERN Public Interest
3274,PHIL,285,EXTERN Public Policy & Leg
3275,PHIL,300,EXTERN Govt Counsel
3276,PHIL,311,EXTERN Civil Litigation
3277,PHIL,321,EXTERN Judicial
3278,PHIL,385,EXTERN Corporate Counsel
3280,PHIL,411,EXTERN Prosecution
3281,PHIL,420W,EXTERN Criminal Defense
3282,PHIL,440W,EXTERN Advanced
3283,PHIL,482W,Landlord Tenant Mediation Practicum
3284,PHIL,488W,Business Immigration Law
3285,PHIL,490RW,Doing Deals Transactional Negotiation Team
3286,PHIL,495A,Emory Corporate Governance and Accountability Review
3287,PHIL,495B,Mock Trial
3288,PHIL,497R,Bankruptcy Develop JournalSecond Year
3289,PHIL,541R,Bankruptcy Develop JournalThird
3291,PHIL,789,Emory Law JournalSecond Year
3303,PHYS,117,Emory Law JournalThird Year
3305,PHYS,152,Moot Court
3306,PHYS,212,Moot Court
3307,PHYS,222,Int'l Law ReviewThird Year
3308,PHYS,227,Int'l Law ReviewSecond Year
3309,PHYS,311,Funds of Innov II
3310,PHYS,333,Law and Religion Journal Second Year
3311,PHYS,361,Law and Religion Journal Third Year
3312,PHYS,380,Directed ResearchSpecific Topics
3314,PHYS,421,Dir. Research Specific Topics
3315,PHYS,444W,Directed Study
3316,PHYS,461,Meets
3317,PHYS,495R,SJD Research - G1
3318,PHYS,495RW,SJD Research - G2
3320,PHYS,511A,SJD Research - G3
3321,PHYS,526,Federal Income Tax Partnerships
3322,PHYS,528,Prospectus Defense
3323,PHYS,544,Civil Trial Pract Family Law
3324,PHYS,556,Courtroom PersuasionDrama I
3325,PHYS,590B,Foundations of Linguistics
3328,PHYS,731R,Structure of Human Language
3329,PHYS,796,Introduction to Japanese Linguistics
3331,POLS,100,Phonetics The Sounds of Spanish
3333,POLS,120,Introduction to Spanish Linguistics
3334,POLS,150,Psycholinguistics
3335,POLS,190,Historical Ling & Lang Change
3337,POLS,200,Computational Linguistics
3338,POLS,201,Topics in Sociolinguistics African American Language
3340,POLS,210,Language Prejudice
3341,POLS,220,Special Topics in Linguistics Multilingual Atlanta
3342,POLS,285,Special Topics in Linguistics Korean Language and Society
3343,POLS,312,"Language, Mind & Society"
3344,POLS,325,Medical Discourse in Latin America
3345,POLS,334,Topics in Spanish Linguistics Spanish in the US
3346,POLS,343,BigSmall Data and Visualization
3347,POLS,353,Advanced Topics in Linguistics Field Methods in Linguistics
3348,POLS,366,Honors Directed Research
3349,POLS,368,Directed Research
3350,POLS,369,World Evangelism in an Age of Empire
3351,POLS,370B,The Church on the Border
3352,POLS,370L,General Board of Global Ministries Seminarian in Residence
3353,POLS,371,Mission Regional Seminar Sri Lanka
3354,POLS,383,Special Topics in Mission Re-imagining Christian Mission
3355,POLS,385,Special Topics in Mission Holy Land Travel Seminar
3357,POLS,387R,Directed Study
3358,POLS,394,Human Health Molecules to Mankind
3363,POLS,394W,Calculus I
3365,POLS,399R,Calculus II
3366,POLS,486,Life Sciences Calculus II
3367,POLS,487,Advanced Calculus for Data Sciences
3368,POLS,490RW,Advanced Calculus (Multivariable)
3369,POLS,494,Differential Equations
3371,POLS,494W,Linear Algebra
3375,POLS,497RW,Foundations of Mathematics
3376,POLS,499,Honors Vector Calculus
3377,POLS,509,Directed Study
3378,POLS,513,Numerical Analysis
3379,POLS,540,Abstract Vector Spaces
3380,POLS,556,Linear Optimization
3381,POLS,585,Non-Linear Optimization
3386,POLS,597R,Partial Differential Equations
3388,POLS,790,Mathematical Statistics II
3390,PORT,102,Probability and Statistics II
3391,PORT,110,Topics in Mathematics PIC Math (Prep. Ind.Careers)
3393,PORT,212,Real Analysis II
3394,PORT,301W,Abstract Algebra II
3395,PORT,485,Mathematical Economics
3396,PORT,495BW,Honors
3397,PORT,497R,Directed Study
3398,PRS,530D,Analysis II
3399,PRS,532D,"Numerical Analysis, II"
3400,PRS,533D,Algebra II
3401,PRS,535D,Algebraic Geometry
3402,PRS,561D,Graph Theory II
3403,PRS,580D,Intro to Differential Geometry II
3407,PSP,789,Functional Analysis
3410,PSYC,111,Seminar In Combinatorics
3411,PSYC,150,Seminar In Algebra
3412,PSYC,180,Seminar In Analysis
3413,PSYC,190,Teaching Seminar
3415,PSYC,200W,Directed Study
3417,PSYC,207,Topics in Analysis
3418,PSYC,209,Directed Study
3420,PSYC,211,Research
3421,PSYC,212,Research Group Seminar
3424,PSYC,240,McAfee Coursework
3425,PSYC,302,Foundations Prologue II Human Disease
3426,PSYC,317,Foundation Skin Muscle Bones Joints
3428,PSYC,321,Foundation Pulmonary
3429,PSYC,322,Foundation Cardiovascular
3430,PSYC,350,Foundation Gastrointestinal
3432,PSYC,385,Evidence Based Medicine
3438,PSYC,424,Foundation Review Self Study
3439,PSYC,426,Essentials of Patient Care (EPC)
3440,PSYC,440W,Ethics in Medicine
3441,PSYC,450,Application Adult Primary Care
3442,PSYC,473,Application Pediatric Primary Care
3443,PSYC,474R,Application Internal Medicine
3444,PSYC,476R,Application Neurology
3445,PSYC,495BW,Application ObstetricsGynecology
3448,PSYC,546,Application Pediatrics
3449,PSYC,549,Application Psychiatry
3452,PSYC,730,Application Surgery
3453,PSYC,750H,Application Anesthesiology
3461,PSYC,760,Application Dermatology
3468,PSYC,775R,Application Palliative Medicine
3469,PSYC,776R,Application Ophthalmology
3472,PT,503,Application Radiology
3473,PT,635CEE,Application Becoming a Doctor IV
3474,PT,670B,Applications Essentials of Patient Care (EPC) II
3475,PT,674,Applications Ethics in Medicine
3476,PT,698,Integration I
3478,PUBH,502,Integration II
3480,QTM,110,Integration III
3481,QTM,120,Discovery Phase
3483,QTM,151,General Course Elective
3484,QTM,200,Translation Senior Medicine Sub-Internship
3486,QTM,220,TRANS Sr Surg Sub-Internship
3487,QTM,250,Translation Senior Pediatric Sub-Internship
3489,QTM,315,Translation Critical Care
3490,QTM,329,Translation Emergency Medicine
3491,QTM,345,Translation Elective
3492,QTM,350,Translation Elective Adv.Gen.Diagnostic Radiology
3493,QTM,360,Meets
3494,QTM,398R,Translation Elective Advanced NeuroSleep Disorders
3495,QTM,446W,Meets
3496,QTM,490RW,Translation Elective Anesthesia for Surgical Subspecialties
3497,QTM,495A,Meets
3498,QTM,495BW,Translation Elective App.& Fnd. of Edu. in Med Ed.
3499,QTM,496R,Meets
3500,QTM,498R,Translation Elective Away Rotation
3501,QTM,499R,Meets
3503,RE,508,Translation Elective Cardiology
3504,RE,517,Meets
3505,RE,530,Translation Elective Cardiotho.Anes.& Critical Care
3506,RE,649,Meets
3507,RE,670B,Translation Elective Cardiothoracic Surgery
3508,RE,699,Translation Elective Child & Adolescent Psychiatry
3509,REES,490W,Meets
3510,REL,100R,Translation Elective Child Abuse&Forensic Pediatric
3511,REL,170,Meets
3512,REL,190,Translation Elective Child Neurology (Peds)
3514,REL,200R,Meets
3515,REL,212,Translation Elective Climate Crisis & Clinical Med.
3516,REL,270,Meets
3518,REL,270W,Translation Elective Coronary Care Unit (Emory)
3519,REL,300,Meets
3520,REL,305,Translation Elective Dermatology
3521,REL,313,Meets
3522,REL,316,Translation Elective Dermatology Clinical Research
3523,REL,338,Meets
3524,REL,341,Translation Elective Digestive Diseases
3525,REL,354RW,Meets
3528,REL,358RW,Translation Elective ElectiveIndependentlyArranged
3529,REL,361,Translation Elective Emergency Medicine-Virtual
3530,REL,365,Meets
3531,REL,370,Translation Elective Emergency Psychiatry
3534,REL,388W,Meets
3535,REL,472W,Translation Elective Emergency Ultrasound
3536,REL,490W,Meets
3537,REL,495RW,Translation Elective Emory Acute Care Surgery
3538,REL,497R,Meets
3542,RES,999MED,Translation Elective Endicrinology and Diabetes
3544,RES,999UAH,Meets
3549,RLAR,737,Translation Elective ExplorationHlth.Syst.Sciences
3550,RLAR,797R,Meets
3553,RLE,797R,MD 920
3556,RLHB,797R,Meets
3559,RLHT,735,Translation Elective ForensicPathology&Death Investigation
3560,RLHT,797R,Meets
3565,RLNT,797R,Translation Elective General Diagnostic Radiology
3568,RLPC,797R,Meets
3572,RLR,700,Translation Elective General Surgery
3582,RLR,700H,Meets
3584,RLTS,797R,Translation Elective Geriatric Medicine
3586,RP,649,Meets
3587,RUSS,102,Translation Elective Gynecology Research
3588,RUSS,200,Meets
3589,RUSS,202,"Translation Elective HIV Infections, Outpatient"
3590,RUSS,360W,Meets
3591,RUSS,373,Translation Elective HIV Psychiatric Services
3592,RUSS,378W,Meets
3593,RUSS,475,Translation Elective Hematology
3594,RUSS,497R,Meets
3595,SIRE,299R,Translation Elective Hematology and Sickle Cell
3597,SOC,190,Meets
3599,SOC,213,Translation Elective Hurst Cardiology
3600,SOC,214,Meets
3603,SOC,230,Translation Elective Independent Study
3604,SOC,247,Meets
3605,SOC,249,Translation Elective Infectious Disease Consults
3606,SOC,307,Meets
3607,SOC,330,Translation Elective Infectious Diseases
3608,SOC,350,Meets
3609,SOC,355W,Translation Elective Inpatient Psychiatry
3610,SOC,370B,Meets
3611,SOC,370L,Translation Elective Inter.Health HumanitiesEthics
3612,SOC,389,Meets
3616,SOC,446W,Translation Elective Interventional Radiology
3617,SOC,457W,Meets
3618,SOC,489,Translation Elective Intro. to Medical Humanities
3619,SOC,494RW,Meets
3620,SOC,495BW,Translation Elective Intro.toCrim.&Civ.Forensic Psy
3624,SOC,506,Meets
3625,SOC,532,Translation Elective Introduction to Medical Education and Clinicl Tra
3629,SOC,590R,Meets
3632,SOC,742,Translation Elective Law& MedicineHlth Law Partner
3633,SOC,759R,Meets
3634,SOC,767,Translation Elective Literaure and Medicine
3637,SPAN,111,Meets
3638,SPAN,150,Translation Elective MICU
3639,SPAN,190,Meets
3642,SPAN,285,Translation Elective Med.Toxicology Emergency Med.
3648,SPAN,318W,Meets
3649,SPAN,330,Translation Elective Medical Genetics
3650,SPAN,334,Meets
3651,SPAN,409,Translation Elective Medical Oncology
3653,SPAN,422,Meets
3657,SPAN,485W,"Translation Elective Medicine,Compassion & the Arts"
3658,SPAN,495BW,Meets
3660,SR,536,Translation Elective MedicineClinical Problem-Solv
3661,SR,621,Meets
3662,SR,631,Translation Elective NeonatalPerinatal Medicine
3663,SR,640,Meets
3664,SR,650,Translation Elective Nephrology
3667,ST,604,Meets
3668,ST,627,Translation Elective Neurology(Elective)
3669,ST,641CEE,Meets
3670,ST,691,Translation Elective Neurosurgery
3675,ST,699,Meets
3702,TATT,605SOC,Translation Elective Ophthalmology
3707,TATT,610BSHE,Meets
3711,TATT,610CS,Translation Elective Orthopaedic Externship
3715,TATT,610EPI,Meets
3718,TATT,610HPM,Translation Elective Orthopedic Surgery (Virtual)
3721,TATT,610NRSG,Meets
3722,TATT,610PHIL,Translation Elective Otolaryngology
3729,TBT,102,Meets
3730,TESL,301,Translation Elective Outpatient Clinical Cardiology
3736,THEA,216,Meets
3738,THEA,230,Translation Elective Pathogenesis to Pandemic
3740,THEA,250,Meets
3743,THEA,313,Translation Elective Pathology
3744,THEA,314,Meets
3745,THEA,316RW,Translation Elective Ped.EmergencyUrgent Care
3747,THEA,324R,Meets
3748,THEA,326,Translation Elective Ped.Gastroenterology&Nutrition
3749,THEA,330R,Meets
3750,THEA,332,Translation Elective Ped.Hematology Oncology BMT
3752,THEA,370R,Meets
3753,THEA,375RW,Translation Elective Pediatric Anesthesiology
3754,THEA,377W,Meets
3761,THEA,397R,Translation Elective Pediatric Cardiology
3773,W,622,Meets
3774,W,623,Translation Elective Pediatric Endocrinology
3775,W,624,Meets
3776,W,627,Translation Elective Pediatric Hemoglobin Disorders
3780,WGS,205,Meets
3784,WGS,285W,Translation Elective Pediatric Infectious Diseases
3785,WGS,300,Meets
3786,WGS,337,Translation Elective Pediatric Nephrology
3798,WGS,475RW,Meets
3799,WGS,485R,Translation Elective Pediatric Pulmonary Medicine
3800,WGS,497R,Meets
3805,WGS,720R,Translation Elective Pediatric Sub-I Elective
3809,WGS,751R,Meets
3813,WR,682,Translation Elective Pediatric Surgery
3814,WR,685,Meets
3815,WR,698,Translation Elective Pediatrics In-Patient
3825,AAS,215,Meets
3826,AAS,238,Translation Elective Plastic Surgery
3828,AAS,261,Meets
3829,AAS,267W,Translation Elective Plastic Surgery (Virtual)
3830,AAS,272,Meets
3832,AAS,325,Translation Elective Preventive Cardiology
3840,AAS,387RW,Meets
3842,AAS,485,Translation Elective Primary Care - Grady
3845,ACT,312A,Meets
3849,ACT,513A,Translation Elective Psychiatry & Behav.Sciences
3850,ACT,516,Meets
3851,ACT,517,Translation Elective Psychiatry - VAMC
3852,ACT,598R,Meets
3853,ACT,612A,Translation Elective Psychiatry Consults
3854,ACT,615,Meets
3855,ACT,619,Translation Elective Psychiatry OP-Skyland Trail
3856,ACT,680,Meets
3857,ACT,710,Translation Elective Psychiatry Subinternship
3858,AEPI,515D,Meets
3859,AEPI,530D,Translation Elective Pulmonary Diseases
3860,AEPI,538D,Meets
3866,AFS,366W,Translation Elective Rehabilitation Medicine
3871,AFS,456W,Meets
3874,AFS,495A,Translation Elective Reproduc.Endocrinol.&Infertil.
3875,AMST,201W,Meets
3883,AMST,385W,Translation Elective Research
3884,AMST,387RW,Translation Elective Rheumatology-Immunology
3885,AMST,489W,Meets
3886,AMST,490W,Translation Elective Service & Advocacy in Medicine
3887,ANCMED,101,Meets
3890,ANES,505B,Translation Elective Sport Medicine
3891,ANES,512A,Meets
3892,ANES,513,Translation Elective Sub I Elect. Hospital Medicine
3893,ANES,536A,Meets
3894,ANES,540A,Translation Elective Surg.Anat.Embryol.&Opera.Tech
3895,ANES,561A,Meets
3896,ANES,611A,Translation Elective Surgery Education(4th yr only)
3897,ANES,660A,Meets
3898,ANES,680A,Translation Elective Surgical ICU
3900,ANT,200,Meets
3901,ANT,201,Translation Elective Surgical Oncology
3904,ANT,204,Meets
3905,ANT,205,Translation Elective Telederm
3908,ANT,252,Meets
3913,ANT,311,Translation Elective Transplant Surgery
3914,ANT,339,Meets
3915,ANT,351W,Translation Elective Urology
3916,ANT,355,Translation Elective Vascular Surgery
3920,ANT,495A,Meets
3923,ANT,500,Translation Elective Vascular Surgery (Virtual)
3924,ANT,502,Meets
3925,ANT,510,Translation Capstone
3931,APHI,501D,MDiv. Thesis
3932,APHI,520D,Wesley House Exchange
3933,APHI,535D,MDIV Administrative Fee
3934,APHI,552D,Monitoring and Evaluation
3937,ARAB,101,Interdisciplinary Field Seminar I
3938,ARAB,201,Gender and Development
3939,ARAB,301,Applied Development Practice Refugee Resettlement
3940,ARAB,401W,Applied Development Practice Social Network Analysis
3943,ARAB,797R,Applied Development Practice Statistical Modeling for Dev.
3945,ARTHIST,101,Applied Development Practice Building Inclusive Markets
3946,ARTHIST,103,Applied Development Practice Program Evaluation Overview
3947,ARTHIST,104,Research Methods II
3950,ARTHIST,214,Professional Development II
3951,ARTHIST,242,Special Topics Diversity and Equity in Dev
3952,ARTHIST,266,United States Based Internship CARE
3953,ARTHIST,329,United States Based Internship Democracy Program
3954,ARTHIST,375W,United States Based Internship UMCOR
3956,ARTHIST,387,United States Based Internship Habitat for Humanity
3964,ARTHIST,485RW,United States Based Internship International Rescue Committee
3965,ARTHIST,495R,United States Based Internship Emory Global Strategies
3966,ARTHIST,590R,United States Based Internship United Way of Greater Atlanta
3967,ARTHIST,592G,United States Based Internship Emory OSI
3971,ARTHIST,719R,United States Based Internship Freeman Research Group
3972,ARTHIST,735,United States Based Internship GA Muslim Voter Project
3974,ARTHIST,790,United States Based Internship Churches for Middle East Peace
3976,ARTHIST,798R,United States Based Internship Global Growers
3980,ARTVIS,111,MDPhD Self-Directed Seminar
3981,ARTVIS,333R,MDPhD Journal Club
3984,BAHS,502,Research Rotation in Anthropology
3985,BAHS,7000,"Research Rotation in Biochemistry, Cell and Developmental Biology"
3986,BAHS,7001,Research Rotation in Biomedical Engineering
3988,BCDB,501,Research Rotation in Epidemiology
3995,BCS,504,Research Rotation in Genetics and Molecular Biology
3996,BIOETH,501,Research Rotation in Immunology and Molecular Pathogenesis
3997,BIOETH,502,Research Rotation in MMG
4013,BIOL,247,Research Rotation in Molecular and Systems Pharmacology
4014,BIOL,247LW,Research Rotation in Neuroscience
4020,BIOL,345,Research Rotation in Nutrition and Health Sciences
4021,BIOL,349,"Research Rotation in Population BIology, Ecology and Evolution"
4023,BIOL,360L,Rsch Rotation in BSHE Lecture
4025,BIOL,370L,Research Rotation in Cancer Biology
4026,BIOL,385W,Med Science Directed Study-MdPhd MDPhD Clinical Research Conference
4027,BIOL,386,Med Science Directed Study-MdPhd MDPhD Clinical Skills Refresher
4028,BIOL,386W,Freshmen Seminar in MESAS Hindu Gods and Goddesses
4032,BIOL,485W,Freshmen Seminar in MESAS Intro to Jewish Literature
4037,BIOS,500,Freshmen Seminar in MESAS Arabian Nights
4038,BIOS,500L,Middle Eastern Civilization
4039,BIOS,502,South Asian Civilizations
4040,BIOS,503D,The Arab WorldCulture and Society
4041,BIOS,506,Conversational Tibetan
4042,BIOS,508,Special Topics MESAS-200 Level Archaeology and the Bible
4043,BIOS,510,Special Topics MESAS-200 Level From Pearls to Petroleum
4044,BIOS,512,Special Topics MESAS-200 Level The Psychology of Terror
4045,BIOS,516,Special Topics MESAS-200 Level Viewing Iran through its Cinema
4046,BIOS,516D,Special Topics MESAS-200 Level Sanskrit
4047,BIOS,522,Special Topics MESAS-200 Level Lit.Expressions of Catastrophe
4048,BIOS,525,The Sufi Way
4049,BIOS,526,Premodern Islam
4050,BIOS,531,Women in India
4053,BIOS,555,Tibetan History
4058,BIOS,707,Special Topics MESAS-300 Level Ancient Thought
4059,BIOS,710,Special Topics MESAS-300 Level Beyond Bollywood
4060,BIOS,722,Special Topics MESAS-300 Level Econ Develop.AfricaMid.East
4061,BIOS,737,Special Topics MESAS-300 Level The Arab-Israeli Conflict
4062,BIOS,745R,Special Topics MESAS-300 Level Food Systems and Conflict
4064,BIOS,777,Special Topics MESAS-300 Level Economic Development
4069,BL,510,Senior Seminar in MESAS
4070,BL,511,Honors Seminar in MESAS
4071,BL,521,Directed Study
4072,BL,611R,Patient Care
